portfolio,id_ordre_travail,id_demande,etat,urgence,impact_disponibilite,vandalisme,palliative,avec_demande_pdr,est_reouvert,site,zone,famille,groupe,ot_fils,prestataire,cout_maindoeuvre,cout_pdr,cout_bc,cout_total,nombre_main_doeuvre,duree_intervention_par_heure,id_actif,time_to_closure_hours,time_to_start_hours,num_spare_parts_requests,total_parts_quantity,total_parts_cost,parts_families,parts_request_status,creation_hour,creation_day_of_week,creation_day_of_month,creation_month,creation_quarter,creation_is_weekend,creation_is_business_hours,days_since_last_maintenance,equipment_failure_count,equipment_avg_cost,equipment_avg_duration,famille_failure_count,famille_avg_cost,equipment_age_days,site_failure_count,site_avg_cost,zone_failure_count,has_spare_parts,spare_parts_cost_ratio,famille_spare_parts_usage_rate,anomaly_travaux_de_maintenance,anomaly_dégradation,anomaly_endomagement,anomaly_arrachement,anomaly_endommage,anomaly_dégradtion_du_sol,anomaly_desencastrement,anomaly_serrure_endommagé_,anomaly_chasse_endommagé_,anomaly_flux_lumineux_faible_,anomaly_poigné_endommagé_,anomaly_endommagement_,anomaly_dégradation_,anomaly_brèche_à_la_clôture_,anomaly_déformation,anomaly_habillage_dégradé_,anomaly_dégradation_des_matériaux_,anomaly_sol_defectué,anomaly_bouchage_,anomaly_dérangement_au_niveau_de_la_centrale_,anomaly_recurrence_count,urgence_Faible,urgence_Fort,urgence_Moyen,famille_high_urgency_rate,provider_avg_time_to_closure,provider_avg_cost,provider_work_volume,rolling_7d_failures,rolling_30d_failures,rolling_7d_avg_cost,rolling_30d_avg_cost,portfolio_encoded,site_encoded,zone_encoded,famille_encoded,groupe_encoded,prestataire_encoded,etat_encoded,days_to_next_failure,will_fail_within_30_days,anomaly_type_encoded,spare_parts_cost_target,intervention_duration_target,will_need_spare_parts
equipement,14024,14076,OT Cloturé,Moyen,non,False,False,False,False,TM2,TM02,Equipement Electrique,Borne d'alimentation électrique,Non,TMU,1752.4,0.0,0.0,1752.4,1,33.7,9594,260.35,226.6,0,0.0,0.0,,,14,4,24,1,1,0,1,9.809027777777779,1,1752.4,33.7,111,8737.928558558559,0.0,104,9151.858653846155,96,0,0.0,0.15315315315315314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.02702702702702703,347.9875606969437,5852.34503869969,1292,1.0,1.0,1752.4,1752.4,1,3,6,3,9,9,0,,0,252,0.0,33.7,0
equipement,14025,14075,OT Cloturé,Moyen,non,False,False,False,False,TM2,TM02,Equipement Electrique,Borne d'alimentation électrique,Non,TMU,1745.64,0.0,0.0,1745.64,1,33.57,9595,260.3666666666667,226.6,0,0.0,0.0,,,14,4,24,1,1,0,1,9.809027777777779,1,1745.64,33.57,111,8737.928558558559,0.0,104,9151.858653846155,96,0,0.0,0.15315315315315314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.02702702702702703,347.9875606969437,5852.34503869969,1292,1.0,1.0,1745.64,1745.64,1,3,6,3,9,9,0,,0,252,0.0,33.57,0
equipement,13744,13774,OT Cloturé,Moyen,non,True,False,False,False,TM2,TM02,Equipement Electrique,Borne d'alimentation électrique,Non,TMU,4643.08,0.0,0.0,4643.08,1,89.29,9596,89.31666666666666,0.016666666666666666,0,0.0,0.0,,,17,5,11,1,1,1,1,9.809027777777779,2,11722.34,134.845,111,8737.928558558559,0.0,104,9151.858653846155,96,0,0.0,0.15315315315315314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,True,0.02702702702702703,347.9875606969437,5852.34503869969,1292,1.0,1.0,4643.08,4643.08,1,3,6,3,9,9,0,12.901388888888889,1,252,0.0,89.29,0
equipement,14023,14077,OT Cloturé,Moyen,non,False,False,True,False,TM2,TM02,Equipement Electrique,Borne d'alimentation électrique,Non,TMU,18761.6,40.0,0.0,18801.6,2,180.4,9596,333.8,153.38333333333333,2,16.0,40.0,DIVERS,cloture,14,4,24,1,1,0,1,12.901388888888889,2,11722.34,134.845,111,8737.928558558559,12.901388888888889,104,9151.858653846155,96,1,0.002127478512467024,0.15315315315315314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,True,0.02702702702702703,347.9875606969437,5852.34503869969,1292,2.0,2.0,11722.34,11722.34,1,3,6,3,9,9,0,,0,252,40.0,180.4,1
equipement,13740,13770,OT Cloturé,Moyen,non,False,False,True,False,TM2,TM02,Equipement Electrique,Borne d'alimentation électrique,Non,TMU,4898.4,360.5,0.0,5258.9,1,94.2,9597,94.58333333333333,0.36666666666666664,3,7.0,360.5,ELECTRICITE,cloture,11,5,11,1,1,1,1,9.809027777777779,2,8203.849999999999,100.7,111,8737.928558558559,0.0,104,9151.858653846155,96,1,0.06855045731997186,0.15315315315315314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,True,0.02702702702702703,347.9875606969437,5852.34503869969,1292,1.0,1.0,5258.9,5258.9,1,3,6,3,9,9,0,13.120138888888889,1,252,360.5,94.2,1
equipement,14026,14074,OT Cloturé,Moyen,non,False,False,False,False,TM2,TM02,Equipement Electrique,Borne d'alimentation électrique,Non,TMU,11148.8,0.0,0.0,11148.8,2,107.2,9597,333.9,226.6,0,0.0,0.0,,,14,4,24,1,1,0,1,13.120138888888889,2,8203.849999999999,100.7,111,8737.928558558559,13.120138888888889,104,9151.858653846155,96,0,0.0,0.15315315315315314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,True,0.02702702702702703,347.9875606969437,5852.34503869969,1292,2.0,2.0,8203.849999999999,8203.849999999999,1,3,6,3,9,9,0,,0,252,0.0,107.2,0
equipement,15146,15258,OT Cloturé,Moyen,non,False,False,False,False,TM1,SAS EXPORT,Equipement Electrique,Eclairage extérieur,Non,TMU,2633.03,0.0,0.0,2633.03,2,126.71,9602,144.41666666666666,17.65,0,0.0,0.0,,,21,1,11,3,1,0,0,9.809027777777779,2,2388.3450000000003,114.935,111,8737.928558558559,0.0,1119,5713.647426273458,308,0,0.0,0.15315315315315314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,True,0.02702702702702703,347.9875606969437,5852.34503869969,1292,1.0,1.0,2633.03,2633.03,1,2,3,3,38,9,0,0.004166666666666667,1,231,0.0,126.71,0
equipement,15147,15259,OT Cloturé,Moyen,non,False,False,False,False,TM1,SAS EXPORT,Equipement Electrique,Eclairage extérieur,Non,TMU,2143.66,0.0,0.0,2143.66,2,103.16,9602,144.25,40.916666666666664,0,0.0,0.0,,,21,1,11,3,1,0,0,0.004166666666666667,2,2388.3450000000003,114.935,111,8737.928558558559,0.004166666666666667,1119,5713.647426273458,308,0,0.0,0.15315315315315314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,True,0.02702702702702703,347.9875606969437,5852.34503869969,1292,2.0,2.0,2388.3450000000003,2388.3450000000003,1,2,3,3,38,9,0,,0,231,0.0,103.16,0
equipement,14304,14359,OT Cloturé,Moyen,non,False,False,False,False,TM1,TM01,Equipement Electrique,Borne d'alimentation électrique,Non,TMU,3.12,0.0,0.0,3.12,1,0.06,9608,20.2,20.133333333333333,0,0.0,0.0,,,20,3,6,2,1,0,0,9.809027777777779,1,3.12,0.06,111,8737.928558558559,0.0,1119,5713.647426273458,375,0,0.0,0.15315315315315314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.02702702702702703,347.9875606969437,5852.34503869969,1292,1.0,1.0,3.12,3.12,1,2,5,3,9,9,0,,0,231,0.0,0.06,0
equipement,14971,15063,OT Cloturé,Moyen,non,False,False,False,False,TM1,SAS EXPORT,Equipement de protection contre incendie,Désenfumage,Non,TMU,1424.28,0.0,0.0,1424.28,1,27.39,9617,555.3166666666667,527.9166666666666,0,0.0,0.0,,,11,2,5,3,1,0,1,9.809027777777779,1,1424.28,27.39,104,11719.966634615384,0.0,1119,5713.647426273458,308,0,0.0,0.23076923076923078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.038461538461538464,347.9875606969437,5852.34503869969,1292,1.0,1.0,1424.28,1424.28,1,2,3,8,35,9,0,,0,211,0.0,27.39,0
equipement,13859,13912,OT Cloturé,Moyen,non,False,False,False,False,PPR,PPR01,Equipement de protection contre incendie,Centrale de détection d'incendie,Non,TMU,1050.4,0.0,0.0,1050.4,2,10.1,9627,398.3666666666667,388.23333333333335,0,0.0,0.0,,,21,4,17,1,1,0,0,9.809027777777779,1,1050.4,10.1,104,11719.966634615384,0.0,488,17924.41973360656,386,0,0.0,0.23076923076923078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.038461538461538464,347.9875606969437,5852.34503869969,1292,1.0,1.0,1050.4,1050.4,1,1,2,8,15,9,0,,0,29,0.0,10.1,0
equipement,15348,15479,OT Cloturé,Moyen,non,False,False,False,False,PPR,GATE3,Equipement de protection contre incendie,Centrale de détection d'incendie,Non,TMU,14.04,0.0,0.0,14.04,1,0.27,9630,166.7,166.1,0,0.0,0.0,,,16,3,20,3,1,0,1,9.809027777777779,1,14.04,0.27,104,11719.966634615384,0.0,488,17924.41973360656,71,0,0.0,0.23076923076923078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.038461538461538464,347.9875606969437,5852.34503869969,1292,1.0,1.0,14.04,14.04,1,1,1,8,15,9,0,,0,2,0.0,0.27,0
equipement,14449,14545,OT Cloturé,Moyen,non,False,False,False,False,TM1,SAS EXPORT,Equipement de protection contre incendie,Centrale de détection d'incendie,Non,TMU,0.0,0.0,0.0,0.0,0,0.0,9631,13.766666666666667,7.4,0,0.0,0.0,,,2,3,13,2,1,0,0,9.809027777777779,2,1144.78,22.015,104,11719.966634615384,0.0,1119,5713.647426273458,308,0,0.0,0.23076923076923078,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,True,0.038461538461538464,347.9875606969437,5852.34503869969,1292,1.0,1.0,0.0,0.0,1,2,3,8,15,9,0,30.79375,0,231,0.0,0.0,0
equipement,15249,15363,OT Cloturé,Moyen,non,False,False,False,False,TM1,SAS EXPORT,Equipement de protection contre incendie,Centrale de détection d'incendie,Non,TMU,2289.56,0.0,0.0,2289.56,1,44.03,9631,108.51666666666667,64.46666666666667,0,0.0,0.0,,,21,5,15,3,1,1,0,30.79375,2,1144.78,22.015,104,11719.966634615384,30.79375,1119,5713.647426273458,308,0,0.0,0.23076923076923078,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,True,0.038461538461538464,347.9875606969437,5852.34503869969,1292,2.0,2.0,1144.78,1144.78,1,2,3,8,15,9,0,,0,231,0.0,44.03,0
equipement,15270,15383,OT Cloturé,Moyen,non,False,False,False,False,MEDHUB,ZFL01,Equipement de protection contre incendie,Système RIA,Non,TMU,7.82,0.0,0.0,7.82,3,0.03,9641,25.716666666666665,23.35,0,0.0,0.0,,,13,0,17,3,1,0,1,9.809027777777779,1,7.82,0.03,104,11719.966634615384,0.0,209,8898.886746411483,184,0,0.0,0.23076923076923078,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.038461538461538464,347.9875606969437,5852.34503869969,1292,1.0,1.0,7.82,7.82,1,0,10,8,108,9,0,,0,231,0.0,0.03,0
equipement,14007,14065,OT Cloturé,Moyen,non,False,False,True,False,MEDHUB,ZFL02,Equipement de protection contre incendie,Porte coupe feu,Non,TMU,23770.37,240.0,0.0,24010.37,2,136.8,9663,137.43333333333334,0.6166666666666667,1,1.0,240.0,DIVERS,cloture,20,3,23,1,1,0,0,9.809027777777779,1,24010.37,136.8,104,11719.966634615384,0.0,209,8898.886746411483,25,1,0.009995681032820402,0.23076923076923078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.038461538461538464,347.9875606969437,5852.34503869969,1292,1.0,1.0,24010.37,24010.37,1,0,11,8,78,9,0,,0,64,240.0,136.8,1
equipement,14008,14066,OT Cloturé,Moyen,non,False,False,True,False,MEDHUB,ZFL02,Equipement de protection contre incendie,Porte coupe feu,Non,TMU,23765.16,240.0,0.0,24005.16,2,136.77,9664,137.4,0.6,1,1.0,240.0,DIVERS,cloture,20,3,23,1,1,0,0,9.809027777777779,2,17640.14,88.48,104,11719.966634615384,0.0,209,8898.886746411483,25,1,0.009997850462150638,0.23076923076923078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,True,0.038461538461538464,347.9875606969437,5852.34503869969,1292,1.0,1.0,24005.16,24005.16,1,0,11,8,78,9,0,26.031944444444445,1,64,240.0,136.77,1
equipement,14569,14662,OT Cloturé,Moyen,non,False,False,True,False,MEDHUB,ZFL02,Equipement de protection contre incendie,Porte coupe feu,Non,TMU,10475.12,800.0,0.0,11275.12,3,40.19,9664,51.11666666666667,1.2666666666666666,1,2.0,800.0,MECANIQUE,cloture,21,1,18,2,1,0,0,26.031944444444445,2,17640.14,88.48,104,11719.966634615384,26.031944444444445,209,8898.886746411483,25,1,0.0709526816566032,0.23076923076923078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,True,0.038461538461538464,347.9875606969437,5852.34503869969,1292,2.0,2.0,17640.14,17640.14,1,0,11,8,78,9,0,,0,64,800.0,40.19,1
equipement,14009,14067,OT Cloturé,Moyen,non,False,False,True,False,MEDHUB,ZFL02,Equipement de protection contre incendie,Porte coupe feu,Non,TMU,23761.68,240.0,0.0,24001.68,2,136.75,9672,137.36666666666667,0.6,1,1.0,240.0,DIVERS,cloture,20,3,23,1,1,0,0,9.809027777777779,1,24001.68,136.75,104,11719.966634615384,0.0,209,8898.886746411483,25,1,0.00999930004899657,0.23076923076923078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.038461538461538464,347.9875606969437,5852.34503869969,1292,1.0,1.0,24001.68,24001.68,1,0,11,8,78,9,0,,0,64,240.0,136.75,1
equipement,14659,14732,OT Cloturé,Moyen,non,False,False,True,False,MEDHUB,ZFL02,Equipement de protection contre incendie,Porte coupe feu,Non,TMU,10177.12,1920.0,0.0,12097.12,2,58.57,9692,77.43333333333334,2.25,1,8.0,1920.0,DIVERS,cloture,9,4,21,2,1,0,1,9.809027777777779,1,12097.12,58.57,104,11719.966634615384,0.0,209,8898.886746411483,25,1,0.15871546285396854,0.23076923076923078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.038461538461538464,347.9875606969437,5852.34503869969,1292,1.0,1.0,12097.12,12097.12,1,0,11,8,78,9,0,,0,64,1920.0,58.57,1
equipement,14658,14733,OT Cloturé,Moyen,non,False,False,True,False,MEDHUB,ZFL02,Equipement de protection contre incendie,Porte coupe feu,Non,TMU,10187.55,750.0,0.0,10937.55,2,58.63,9710,77.41666666666667,2.283333333333333,1,1.0,750.0,DIVERS,cloture,9,4,21,2,1,0,1,9.809027777777779,1,10937.55,58.63,104,11719.966634615384,0.0,209,8898.886746411483,25,1,0.06857111510347381,0.23076923076923078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.038461538461538464,347.9875606969437,5852.34503869969,1292,1.0,1.0,10937.55,10937.55,1,0,11,8,78,9,0,,0,64,750.0,58.63,1
equipement,15397,15494,OT Cloturé,Moyen,non,False,False,False,False,MEDHUB,ZFL01,Equipement de protection contre incendie,Porte coupe feu,Non,TMU,52.13,0.0,0.0,52.13,3,0.2,9714,72.45,1.9666666666666666,0,0.0,0.0,,,9,0,24,3,1,0,1,9.809027777777779,1,52.13,0.2,104,11719.966634615384,0.0,209,8898.886746411483,184,0,0.0,0.23076923076923078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.038461538461538464,347.9875606969437,5852.34503869969,1292,1.0,1.0,52.13,52.13,1,0,10,8,78,9,0,,0,75,0.0,0.2,0
equipement,15398,15493,OT Cloturé,Moyen,non,False,False,False,False,MEDHUB,ZFL01,Equipement de protection contre incendie,Porte coupe feu,Non,TMU,49.52,0.0,0.0,49.52,3,0.19,9738,72.51666666666667,1.9666666666666666,0,0.0,0.0,,,9,0,24,3,1,0,1,9.809027777777779,1,49.52,0.19,104,11719.966634615384,0.0,209,8898.886746411483,184,0,0.0,0.23076923076923078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.038461538461538464,347.9875606969437,5852.34503869969,1292,1.0,1.0,49.52,49.52,1,0,10,8,78,9,0,,0,237,0.0,0.19,0
equipement,14243,14284,OT Cloturé,Moyen,oui,False,False,False,False,TM1,ZEXT01,Equipement de protection contre incendie,Centrale de détection d'incendie,Non,TMU,444.08,0.0,0.0,444.08,2,4.27,9755,49.7,42.15,0,0.0,0.0,,,15,1,4,2,1,0,1,9.809027777777779,1,444.08,4.27,104,11719.966634615384,0.0,1119,5713.647426273458,51,0,0.0,0.23076923076923078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,False,True,0.038461538461538464,347.9875606969437,5852.34503869969,1292,1.0,1.0,444.08,444.08,1,2,9,8,15,9,0,,0,253,0.0,4.27,0
equipement,13561,13597,OT Rejeté,Moyen,non,False,False,False,False,TM1,SAS EXPORT,Equipement Electrique,Eclairage extérieur,Non,TMU,0.0,0.0,0.0,0.0,0,0.0,9774,,,0,0.0,0.0,,,22,5,4,1,1,1,0,9.809027777777779,1,0.0,0.0,111,8737.928558558559,0.0,1119,5713.647426273458,308,0,0.0,0.15315315315315314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.02702702702702703,347.9875606969437,5852.34503869969,1292,1.0,1.0,0.0,0.0,1,2,3,3,38,9,5,,0,231,0.0,0.0,0
equipement,15040,15110,OT Cloturé,Moyen,non,False,False,True,False,TM1,TM01,Equipement de balisage maritime,Feu d'alignement,Non,TMU,1652.63,40.0,0.0,1692.63,1,59.49,9829,81.66666666666667,0.11666666666666667,1,1.0,40.0,ELECTRICITE,cloture,11,4,7,3,1,0,1,9.809027777777779,1,1692.63,59.49,5,1290.768,0.0,1119,5713.647426273458,375,1,0.02363186284066807,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,1.0,1.0,1692.63,1692.63,1,2,5,7,44,9,0,,0,208,40.0,59.49,1
equipement,14381,14432,OT Cloturé,Fort,oui,False,False,False,False,PPR,PPR01,Equipement de protection contre incendie,Centrale de détection d'incendie,Non,TMU,71892.08,0.0,0.0,71892.08,1,1382.54,9832,1401.9,17.683333333333334,0,0.0,0.0,,,15,0,10,2,1,0,1,9.809027777777779,2,37509.94,721.345,104,11719.966634615384,0.0,488,17924.41973360656,386,0,0.0,0.23076923076923078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,True,False,0.038461538461538464,347.9875606969437,5852.34503869969,1292,1.0,1.0,71892.08,71892.08,1,1,2,8,15,9,0,28.00486111111111,1,29,0.0,1382.54,0
equipement,15111,15219,OT Cloturé,Fort,oui,False,False,False,False,PPR,PPR01,Equipement de protection contre incendie,Centrale de détection d'incendie,Non,TMU,3127.8,0.0,0.0,3127.8,1,60.15,9832,728.2333333333333,668.05,0,0.0,0.0,,,15,0,10,3,1,0,1,28.00486111111111,2,37509.94,721.345,104,11719.966634615384,28.00486111111111,488,17924.41973360656,386,0,0.0,0.23076923076923078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,True,False,0.038461538461538464,347.9875606969437,5852.34503869969,1292,2.0,2.0,37509.94,37509.94,1,1,2,8,15,9,0,,0,29,0.0,60.15,0
infrastructure,14654,14741,OT Cloturé,Moyen,non,False,False,False,False,TM2,TM02,Ouvrages hydrauliques,Ouvrage hydraulique,Non,NZALA,20708.09,0.0,0.0,20708.09,2,215.44,15933,251.65,27.266666666666666,0,0.0,0.0,,,5,4,21,2,1,0,0,9.809027777777779,1,20708.09,215.44,8,2588.51125,0.0,104,9151.858653846155,96,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,739.3518361581921,10772.079081632653,392,1.0,1.0,20708.09,20708.09,2,3,6,24,61,6,0,,0,231,0.0,215.44,0
infrastructure,14816,14777,OT Crée,Moyen,non,False,False,False,False,TM1,TM01,Ouvrages de chargement et déchargement,Quai à conteneurs,Non,bon de commande,0.0,0.0,0.0,0.0,0,0.0,16007,,,0,0.0,0.0,,,8,2,26,2,1,0,1,9.809027777777779,1,0.0,0.0,5,0.0,0.0,1119,5713.647426273458,375,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,,0.0,15,1.0,1.0,0.0,0.0,2,2,5,21,91,12,1,,0,104,0.0,0.0,0
infrastructure,14809,14767,OT Crée,Moyen,non,False,False,False,False,TM1,TM01,Ouvrages de chargement et déchargement,Quai à conteneurs,Non,bon de commande,0.0,0.0,0.0,0.0,0,0.0,16013,,,0,0.0,0.0,,,8,2,26,2,1,0,1,9.809027777777779,1,0.0,0.0,5,0.0,0.0,1119,5713.647426273458,375,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,,0.0,15,1.0,1.0,0.0,0.0,2,2,5,21,91,12,1,,0,103,0.0,0.0,0
infrastructure,15380,15496,OT Cloturé,Moyen,non,False,False,False,False,PPR,PPR01,Ouvrages d'amarrage et d'accostage,Bollard,Non,AQUA FLOR PROTECT ,508.49,0.0,0.0,508.49,5,0.95,17135,4.683333333333334,1.9333333333333333,0,0.0,0.0,,,13,4,21,3,1,0,1,9.809027777777779,1,508.49,0.95,66,918.5863636363636,0.0,488,17924.41973360656,386,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.030303030303030304,133.20916666666668,918.5863636363636,66,1.0,1.0,508.49,508.49,2,1,2,19,8,2,0,,0,138,0.0,0.95,0
infrastructure,13910,13951,OT Cloturé,Moyen,non,False,False,False,False,PPR,PPR01,Ouvrages d'amarrage et d'accostage,Bollard,Non,AQUA FLOR PROTECT ,1237.5,0.0,0.0,1237.5,4,2.89,17170,5.116666666666666,0.1,0,0.0,0.0,,,14,0,20,1,1,0,1,9.809027777777779,1,1237.5,2.89,66,918.5863636363636,0.0,488,17924.41973360656,386,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.030303030303030304,133.20916666666668,918.5863636363636,66,1.0,1.0,1237.5,1237.5,2,1,2,19,8,2,0,,0,138,0.0,2.89,0
infrastructure,14762,14857,OT Crée,Moyen,non,False,False,False,False,PPR,PPR01,Ouvrages d'amarrage et d'accostage,Bollard,Non,AQUA FLOR PROTECT ,0.0,0.0,0.0,0.0,0,0.0,17199,,,0,0.0,0.0,,,13,1,25,2,1,0,1,9.809027777777779,1,0.0,0.0,66,918.5863636363636,0.0,488,17924.41973360656,386,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.030303030303030304,133.20916666666668,918.5863636363636,66,1.0,1.0,0.0,0.0,2,1,2,19,8,2,1,,0,138,0.0,0.0,0
infrastructure,14747,14841,OT Cloturé,Moyen,non,False,False,False,False,PPR,PPR01,Ouvrages d'amarrage et d'accostage,Bollard,Non,AQUA FLOR PROTECT ,2518.89,0.0,0.0,2518.89,1,23.53,17205,44.266666666666666,18.45,0,0.0,0.0,,,16,0,24,2,1,0,1,9.809027777777779,1,2518.89,23.53,66,918.5863636363636,0.0,488,17924.41973360656,386,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.030303030303030304,133.20916666666668,918.5863636363636,66,1.0,1.0,2518.89,2518.89,2,1,2,19,8,2,0,,0,138,0.0,23.53,0
infrastructure,14764,14854,OT Cloturé,Moyen,non,False,False,False,False,PPR,PPR01,Ouvrages d'amarrage et d'accostage,Bollard,Non,AQUA FLOR PROTECT ,2042.51,0.0,0.0,2042.51,3,6.36,17209,29.75,21.8,0,0.0,0.0,,,13,1,25,2,1,0,1,9.809027777777779,1,2042.51,6.36,66,918.5863636363636,0.0,488,17924.41973360656,386,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.030303030303030304,133.20916666666668,918.5863636363636,66,1.0,1.0,2042.51,2042.51,2,1,2,19,8,2,0,,0,138,0.0,6.36,0
infrastructure,14411,14443,OT Realisé,Moyen,non,False,False,False,False,TM1,TM01,Ouvrages d'amarrage et d'accostage,Croc,Non,AQUA FLOR PROTECT ,2537.09,0.0,0.0,2537.09,1,23.7,17239,378.93333333333334,332.25,0,0.0,0.0,,,15,1,11,2,1,0,1,9.809027777777779,1,2537.09,23.7,66,918.5863636363636,0.0,1119,5713.647426273458,375,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.030303030303030304,133.20916666666668,918.5863636363636,66,1.0,1.0,2537.09,2537.09,2,2,5,19,26,2,4,,0,248,0.0,23.7,0
infrastructure,14810,14769,OT Rejeté,Moyen,non,False,False,False,False,TM1,TM01,Ouvrages d'amarrage et d'accostage,Bollard,Non,AQUA FLOR PROTECT ,0.0,0.0,0.0,0.0,0,0.0,17256,,,0,0.0,0.0,,,8,2,26,2,1,0,1,9.809027777777779,1,0.0,0.0,66,918.5863636363636,0.0,1119,5713.647426273458,375,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.030303030303030304,133.20916666666668,918.5863636363636,66,1.0,1.0,0.0,0.0,2,2,5,19,8,2,5,,0,225,0.0,0.0,0
infrastructure,14811,14770,OT Rejeté,Moyen,non,False,False,False,False,TM1,TM01,Ouvrages d'amarrage et d'accostage,Bollard,Non,AQUA FLOR PROTECT ,0.0,0.0,0.0,0.0,0,0.0,17262,,,0,0.0,0.0,,,8,2,26,2,1,0,1,9.809027777777779,1,0.0,0.0,66,918.5863636363636,0.0,1119,5713.647426273458,375,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.030303030303030304,133.20916666666668,918.5863636363636,66,1.0,1.0,0.0,0.0,2,2,5,19,8,2,5,,0,225,0.0,0.0,0
infrastructure,14380,14429,OT Cloturé,Moyen,non,False,False,False,False,TM1,TM01,Ouvrages d'amarrage et d'accostage,Bollard,Non,AQUA FLOR PROTECT ,5185.5,0.0,0.0,5185.5,2,24.22,17263,346.06666666666666,23.216666666666665,0,0.0,0.0,,,15,0,10,2,1,0,1,9.809027777777779,2,2592.75,12.11,66,918.5863636363636,0.0,1119,5713.647426273458,375,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.030303030303030304,133.20916666666668,918.5863636363636,66,1.0,1.0,5185.5,5185.5,2,2,5,19,8,2,0,15.706944444444444,1,138,0.0,24.22,0
