portfolio,id_ordre_travail,id_demande,etat,urgence,impact_disponibilite,vandalisme,palliative,avec_demande_pdr,est_reouvert,site,zone,famille,groupe,ot_fils,prestataire,cout_maindoeuvre,cout_pdr,cout_bc,cout_total,nombre_main_doeuvre,duree_intervention_par_heure,id_actif,time_to_closure_hours,time_to_start_hours,num_spare_parts_requests,total_parts_quantity,total_parts_cost,parts_families,parts_request_status,creation_hour,creation_day_of_week,creation_day_of_month,creation_month,creation_quarter,creation_is_weekend,creation_is_business_hours,days_since_last_maintenance,equipment_failure_count,equipment_avg_cost,equipment_avg_duration,famille_failure_count,famille_avg_cost,equipment_age_days,site_failure_count,site_avg_cost,zone_failure_count,has_spare_parts,spare_parts_cost_ratio,famille_spare_parts_usage_rate,anomaly_travaux_de_maintenance,anomaly_dégradation,anomaly_endomagement,anomaly_arrachement,anomaly_endommage,anomaly_dégradtion_du_sol,anomaly_desencastrement,anomaly_serrure_endommagé_,anomaly_chasse_endommagé_,anomaly_flux_lumineux_faible_,anomaly_poigné_endommagé_,anomaly_endommagement_,anomaly_dégradation_,anomaly_brèche_à_la_clôture_,anomaly_déformation,anomaly_habillage_dégradé_,anomaly_dégradation_des_matériaux_,anomaly_sol_defectué,anomaly_dérangement_au_niveau_de_la_centrale_,anomaly_fuite_d'eau,anomaly_recurrence_count,urgence_Faible,urgence_Fort,urgence_Moyen,famille_high_urgency_rate,provider_avg_time_to_closure,provider_avg_cost,provider_work_volume,rolling_7d_failures,rolling_30d_failures,rolling_7d_avg_cost,rolling_30d_avg_cost,portfolio_encoded,site_encoded,zone_encoded,famille_encoded,groupe_encoded,prestataire_encoded,etat_encoded,days_to_next_failure,will_fail_within_30_days,anomaly_type_encoded,spare_parts_cost_target,intervention_duration_target,will_need_spare_parts,iso_anomaly,iso_score,ocsvm_anomaly,ocsvm_score,anomaly_consensus,anomaly_confidence
equipement,13743,13773,OT Cloturé,Moyen,non,False,False,True,False,TM1,TM01,Equipement de Protection cathodique,Transformateur protection cathodique,Non,TMU,22666.79,19.6,0.0,22686.39,2,389.33,224,394.0833333333333,4.733333333333333,4,20.0,27.6,DIVERS,cloture,12,5,11,1,1,1,1,9.80902777777778,1,22686.39,389.33,12,4402.509166666667,0.0,1119,5713.647426273458,375,1,0.0012165884479637,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,1.0,1.0,22686.39,22686.39,1,2,5,6,115,9,0,,0,35,27.6,389.33,1,0,-0.45990227207008605,0,1.043500298089505,0,0
equipement,15386,15504,OT Cloturé,Moyen,non,False,False,True,False,TM1,TM01,Equipement de Protection cathodique,Transformateur protection cathodique,Non,TMU,1413.29,380.0,0.0,1793.29,1,48.55,234,167.7,86.91666666666667,1,2.0,380.0,ELECTRONIQUE,cloture,23,5,22,3,1,1,0,9.80902777777778,1,1793.29,48.55,12,4402.509166666667,0.0,1119,5713.647426273458,375,1,0.2119010310658064,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,1.0,1.0,1793.29,1793.29,1,2,5,6,115,9,0,,0,88,380.0,48.55,1,0,-0.3513808433724745,0,1.8885467426960076,0,0
equipement,14468,14573,OT Rejeté,Moyen,non,False,False,False,True,TM1,TM01,Equipement de Protection cathodique,Transformateur protection cathodique,Non,TMU,23.29,0.0,0.0,23.29,2,0.4,238,17.7,17.3,0,0.0,0.0,,,18,3,13,2,1,0,0,9.80902777777778,2,23.29,0.4,12,4402.509166666667,0.0,1119,5713.647426273458,375,0,0.0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,1.0,1.0,23.29,23.29,1,2,5,6,115,9,5,0.0,1,66,0.0,0.4,0,0,-0.33626192728722276,0,0.9450284606075279,0,0
equipement,14467,14572,OT Cloturé,Moyen,non,False,False,False,False,TM1,TM01,Equipement de Protection cathodique,Transformateur protection cathodique,Non,TMU,23.29,0.0,0.0,23.29,2,0.4,238,17.716666666666665,17.316666666666666,0,0.0,0.0,,,18,3,13,2,1,0,0,0.0,2,23.29,0.4,12,4402.509166666667,0.0,1119,5713.647426273458,375,0,0.0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,2.0,2.0,23.29,23.29,1,2,5,6,115,9,0,,0,66,0.0,0.4,0,0,-0.3674290840803142,0,0.1696153833987495,0,0
equipement,14422,14477,OT Cloturé,Moyen,non,False,False,False,False,TM1,TM01,Equipement de Protection cathodique,Transformateur protection cathodique,Non,TMU,5228.74,0.0,0.0,5228.74,2,89.81,239,121.55,24.25,0,0.0,0.0,,,21,1,11,2,1,0,0,9.80902777777778,3,1758.4399999999998,30.203333333333333,12,4402.509166666667,0.0,1119,5713.647426273458,375,0,0.0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,1.0,1.0,5228.74,5228.74,1,2,5,6,115,9,0,2.020138888888889,1,38,0.0,89.81,0,0,-0.36018629325888696,0,1.9129655565284018,0,0
equipement,14470,14575,OT Realisé,Moyen,non,False,False,False,False,TM1,TM01,Equipement de Protection cathodique,Transformateur protection cathodique,Non,TMU,23.29,0.0,0.0,23.29,2,0.4,239,14.183333333333334,13.783333333333331,0,0.0,0.0,,,22,3,13,2,1,0,0,2.020138888888889,3,1758.4399999999998,30.203333333333333,12,4402.509166666667,2.020138888888889,1119,5713.647426273458,375,0,0.0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,2.0,2.0,2626.015,2626.015,1,2,5,6,115,9,4,0.0,1,66,0.0,0.4,0,0,-0.3699788439905371,0,1.37216500453005,0,0
equipement,14469,14574,OT Realisé,Moyen,non,False,False,False,False,TM1,TM01,Equipement de Protection cathodique,Transformateur protection cathodique,Non,TMU,23.29,0.0,0.0,23.29,2,0.4,239,14.2,13.783333333333331,0,0.0,0.0,,,22,3,13,2,1,0,0,0.0,3,1758.4399999999998,30.203333333333333,12,4402.509166666667,2.020138888888889,1119,5713.647426273458,375,0,0.0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,3.0,3.0,1758.4399999999998,1758.4399999999998,1,2,5,6,115,9,4,,0,66,0.0,0.4,0,0,-0.3902682505289084,0,0.2685852758620726,0,0
equipement,14471,14576,OT Realisé,Moyen,non,False,False,False,False,TM1,TM01,Equipement de Protection cathodique,Transformateur protection cathodique,Non,TMU,22.71,0.0,0.0,22.71,2,0.39,240,14.166666666666666,13.766666666666667,0,0.0,0.0,,,22,3,13,2,1,0,0,9.80902777777778,1,22.71,0.39,12,4402.509166666667,0.0,1119,5713.647426273458,375,0,0.0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,1.0,1.0,22.71,22.71,1,2,5,6,115,9,4,,0,66,0.0,0.39,0,0,-0.330462744654143,0,0.417908949847293,0,0
equipement,14322,14341,OT Cloturé,Moyen,non,False,False,False,False,TM1,TM01,Equipement de Protection cathodique,Transformateur protection cathodique,Non,TMU,2157.05,0.0,0.0,2157.05,2,37.05,241,154.81666666666666,90.0,0,0.0,0.0,,,15,4,7,2,1,0,1,9.80902777777778,1,2157.05,37.05,12,4402.509166666667,0.0,1119,5713.647426273458,375,0,0.0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,1.0,1.0,2157.05,2157.05,1,2,5,6,115,9,0,,0,38,0.0,37.05,0,0,-0.3384548928244392,0,1.0591726275161584,0,0
equipement,14517,14569,OT Cloturé,Moyen,non,False,False,True,False,PPR,PPR01,Equipement de Protection cathodique,Transformateur protection cathodique,Non,TMU,6831.53,380.0,0.0,7211.53,1,234.68,243,594.45,271.5,1,2.0,380.0,ELECTRONIQUE,cloture,8,0,17,2,1,0,1,9.80902777777778,1,7211.53,234.68,12,4402.509166666667,0.0,488,17924.41973360656,386,1,0.0526933951602503,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,1.0,1.0,7211.53,7211.53,1,1,2,6,115,9,0,,0,88,380.0,234.68,1,0,-0.39761354528021753,0,3.9320254913828485,0,0
equipement,15492,15620,OT Cloturé,Moyen,non,False,False,False,False,PPR,PPR01,Equipement de Protection cathodique,Transformateur protection cathodique,Non,TMU,11892.31,0.0,0.0,11892.31,1,408.53,245,1101.7166666666667,685.9666666666667,0,0.0,0.0,,,22,3,27,3,1,0,0,9.80902777777778,1,11892.31,408.53,12,4402.509166666667,0.0,488,17924.41973360656,386,0,0.0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,1.0,1.0,11892.31,11892.31,1,1,2,6,115,9,0,,0,172,0.0,408.53,0,0,-0.42243308524583617,0,3.689924569392659,0,0
equipement,15039,15124,OT Cloturé,Moyen,non,False,False,False,False,TM1,TM01,Equipement de balisage maritime,Feu de guidage,Non,TMU,457.81,0.0,0.0,457.81,1,16.48,255,80.33333333333333,43.21666666666667,0,0.0,0.0,,,11,4,7,3,1,0,1,9.80902777777778,1,457.81,16.48,5,1290.768,0.0,1119,5713.647426273458,375,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,1.0,1.0,457.81,457.81,1,2,5,7,46,9,0,,0,208,0.0,16.48,0,0,-0.3332056235518479,0,0.6857840855982005,0,0
infrastructure,14132,14174,OT Crée,Moyen,non,False,False,False,False,TM1,ZEXT01,Voies de circulation,Voie de roulement,Non,CAMPEZO,0.0,0.0,0.0,0.0,0,0.0,286,,,0,0.0,0.0,,,3,3,30,1,1,0,0,9.80902777777778,1,0.0,0.0,169,38613.19414201183,0.0,1119,5713.647426273458,51,0,0.0,0.0177514792899408,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,4873.280000000001,94899.46666666666,60,1.0,1.0,0.0,0.0,2,2,9,31,119,4,1,,0,231,0.0,0.0,0,0,-0.355371193838374,0,0.2692419030415163,0,0
infrastructure,13681,13713,OT Cloturé,Moyen,non,False,False,False,False,TM1,ZEXT01,Voies de circulation,Voie de roulement,Non,TMU,11.31,0.0,0.0,11.31,2,0.32,287,1.3833333333333333,0.2833333333333333,0,0.0,0.0,,,15,3,9,1,1,0,1,9.80902777777778,1,11.31,0.32,169,38613.19414201183,0.0,1119,5713.647426273458,51,0,0.0,0.0177514792899408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,1.0,1.0,11.31,11.31,2,2,9,31,119,9,0,,0,56,0.0,0.32,0,0,-0.3584648952019323,0,0.0875831955349291,0,0
infrastructure,13854,13881,OT Cloturé,Moyen,non,False,False,False,False,TM1,ZEXT01,Voies de circulation,Voie de roulement,Non,TMU,371.36,0.0,0.0,371.36,3,0.77,290,95.2,71.91666666666667,0,0.0,0.0,,,14,4,17,1,1,0,1,9.80902777777778,1,371.36,0.77,169,38613.19414201183,0.0,1119,5713.647426273458,51,0,0.0,0.0177514792899408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,1.0,1.0,371.36,371.36,2,2,9,31,119,9,0,,0,56,0.0,0.77,0,0,-0.3614389419956008,0,0.3721215156981863,0,0
infrastructure,13779,13824,OT Cloturé,Moyen,non,False,False,False,False,TM1,TM01,Voies de circulation,Voie de roulement,Non,NZALA,3371.34,0.0,0.0,3371.34,5,12.31,294,35.38333333333333,11.916666666666666,0,0.0,0.0,,,9,2,15,1,1,0,1,9.80902777777778,1,3371.34,12.31,169,38613.19414201183,0.0,1119,5713.647426273458,375,0,0.0,0.0177514792899408,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,739.3518361581921,10772.079081632652,392,1.0,1.0,3371.34,3371.34,2,2,5,31,119,6,0,,0,10,0.0,12.31,0,0,-0.3387057901346133,0,0.6404410065766459,0,0
infrastructure,14351,14400,OT Realisé,Moyen,non,False,False,False,False,TM1,ZEXT01,Voies de circulation,Voie de roulement,Non,TMU,55.2,0.0,0.0,55.2,1,0.46,295,7174.633333333333,7174.166666666667,0,0.0,0.0,,,11,6,9,2,1,1,1,9.80902777777778,1,55.2,0.46,169,38613.19414201183,0.0,1119,5713.647426273458,51,0,0.0,0.0177514792899408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,1.0,1.0,55.2,55.2,2,2,9,31,119,9,4,,0,56,0.0,0.46,0,1,-0.5634263289026542,1,-8.4445925309239,1,2
infrastructure,15470,15604,OT Crée,Moyen,non,False,False,False,False,TM1,ZEXT01,Voies de circulation,Voie de roulement,Non,CAMPEZO,0.0,0.0,0.0,0.0,0,0.0,296,,,0,0.0,0.0,,,21,2,26,3,1,0,0,9.80902777777778,1,0.0,0.0,169,38613.19414201183,0.0,1119,5713.647426273458,51,0,0.0,0.0177514792899408,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,True,0.0,4873.280000000001,94899.46666666666,60,1.0,1.0,0.0,0.0,2,2,9,31,119,4,1,,0,100,0.0,0.0,0,0,-0.355371193838374,0,0.2692419030415163,0,0
infrastructure,14276,14330,OT Cloturé,Moyen,non,True,False,False,False,TM1,TM01,Voies de circulation,Voie de roulement,Non,NZALA,1402.39,0.0,0.0,1402.39,2,14.59,297,2463.483333333333,2448.883333333333,0,0.0,0.0,,,7,3,6,2,1,0,0,9.80902777777778,1,1402.39,14.59,169,38613.19414201183,0.0,1119,5713.647426273458,375,0,0.0,0.0177514792899408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,False,False,True,0.0,739.3518361581921,10772.079081632652,392,1.0,1.0,1402.39,1402.39,2,2,5,31,119,6,0,,0,77,0.0,14.59,0,0,-0.4242404335576619,0,1.6536341354112558,0,0
infrastructure,14055,14104,OT Cloturé,Moyen,non,False,False,False,False,TM1,ZEXT01,Voies de circulation,Voie de roulement,Non,NZALA,1424.5,0.0,0.0,1424.5,2,14.82,298,2718.3166666666666,2703.483333333333,0,0.0,0.0,,,16,6,26,1,1,1,1,9.80902777777778,2,1834.45,19.085,169,38613.19414201183,0.0,1119,5713.647426273458,51,0,0.0,0.0177514792899408,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,True,0.0,739.3518361581921,10772.079081632652,392,1.0,1.0,1424.5,1424.5,2,2,9,31,119,6,0,9.065277777777778,1,231,0.0,14.82,0,0,-0.4557441666143673,1,-0.04981209494907013,1,1
infrastructure,14254,14297,OT Cloturé,Moyen,non,False,False,False,False,TM1,ZEXT01,Voies de circulation,Voie de roulement,Non,NZALA,2244.4,0.0,0.0,2244.4,2,23.35,298,2509.266666666667,2485.9166666666665,0,0.0,0.0,,,18,1,4,2,1,0,0,9.065277777777778,2,1834.45,19.085,169,38613.19414201183,9.065277777777778,1119,5713.647426273458,51,0,0.0,0.0177514792899408,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,True,0.0,739.3518361581921,10772.079081632652,392,2.0,2.0,1834.45,1834.45,2,2,9,31,119,6,0,,0,231,0.0,23.35,0,0,-0.4893402568003701,0,0.22004381625631453,0,0
infrastructure,15497,15624,OT Cloturé,Moyen,non,False,False,False,False,TM1,ZEXT01,Voies de circulation,Voie de roulement,Non,TMU,5488.35,0.0,0.0,5488.35,2,17.07,302,142.95,125.76666666666668,0,0.0,0.0,,,10,4,28,3,1,0,1,9.80902777777778,1,5488.35,17.07,169,38613.19414201183,0.0,1119,5713.647426273458,51,0,0.0,0.0177514792899408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,347.9875606969437,5852.34503869969,1292,1.0,1.0,5488.35,5488.35,2,2,9,31,119,9,0,,0,56,0.0,17.07,0,0,-0.3696064799235283,0,0.7805010372441679,0,0
infrastructure,13639,13667,OT Cloturé,Moyen,non,False,False,False,False,TM1,TM01,Voies de circulation,Voie de roulement,Non,NZALA,8917.05,0.0,0.0,8917.05,2,92.77,306,3348.05,1774.2166666666667,0,0.0,0.0,,,19,1,7,1,1,0,0,9.80902777777778,1,8917.05,92.77,169,38613.19414201183,0.0,1119,5713.647426273458,375,0,0.0,0.0177514792899408,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,739.3518361581921,10772.079081632652,392,1.0,1.0,8917.05,8917.05,2,2,5,31,119,6,0,,0,10,0.0,92.77,0,0,-0.44821257176623946,0,2.3619878785827773,0,0
infrastructure,13792,13815,OT Crée,Moyen,non,False,False,False,False,TM1,TM01,Voies de circulation,Voie de roulement,Non,CAMPEZO,0.0,0.0,0.0,0.0,0,0.0,318,,,0,0.0,0.0,,,14,2,15,1,1,0,1,9.80902777777778,1,0.0,0.0,169,38613.19414201183,0.0,1119,5713.647426273458,375,0,0.0,0.0177514792899408,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,4873.280000000001,94899.46666666666,60,1.0,1.0,0.0,0.0,2,2,5,31,119,4,1,,0,92,0.0,0.0,0,0,-0.32834904498066464,0,0.569835076354849,0,0
infrastructure,14706,14796,OT Cloturé,Moyen,non,False,False,False,False,TM1,TM01,Voies de circulation,Voie de roulement,Non,NZALA,2128.26,0.0,0.0,2128.26,1,35.92,324,761.3666666666667,725.4333333333333,0,0.0,0.0,,,0,6,23,2,1,1,0,9.80902777777778,1,2128.26,35.92,169,38613.19414201183,0.0,1119,5713.647426273458,375,0,0.0,0.0177514792899408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,0.0,739.3518361581921,10772.079081632652,392,1.0,1.0,2128.26,2128.26,2,2,5,31,119,6,0,,0,55,0.0,35.92,0,0,-0.36101838928844515,0,2.64205716651259,0,0
