numero_ot,portfolio,famille,groupe,site,zone,localisation,etage,salle,id_actif,actif,code_actif,numero_intervention,nom_intervention,frequence,date_debut_planifiee,date_fin_planifiee,entite,prestataire,etat,is_reopened,pourcentage,date_debut,date_fin,cout,motif_standby,date_cloture,responsable_cloture,id_responsable_cloture,date_validation,responsable_validation,id_responsable_validation,commentaire_cloture,date_reouverture,responsable_reouverture,id_responsable_rejet,commentaire_ouverture,responsable_rejet,motif_rejet,date_rejet,days_deviation_from_plan,intervention_duration_hours
20068,batiment,Equipement climatisation et VMC,Mono split ,TM1,ZEXT01,VTS,RDC,35,162181,Mono split 1,MSP 1,2735,Visite préventive Mono split  (An 1),A,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-24 18:39:40.000,2025-01-24 18:49:40.000,8.84,,2025-01-23 10:34:46.924,sup-tmu-bat- 05,90.0,,,,,,,,,,,,23.569444444444443,0.16666666666666666
19528,batiment,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 4,Niveau 22,Circulation 4-16,91806,Ventiloconvecteur 1,VCO 1,2713,Visite préventive Ventilo-convecteur  (Trimestre 1),T,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-15 22:59:40.000,2025-01-15 23:59:40.000,52.0,,2025-01-30 14:30:20.805,sup-tmu-bat- 05,90.0,,,,,,,,,,,,14.75,1.0
19531,batiment,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 4,Niveau 22,Circulation 4-9,91813,Ventiloconvecteur 1,VCO 1,2713,Visite préventive Ventilo-convecteur  (Trimestre 1),T,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-16 03:59:40.000,2025-01-16 04:59:40.000,52.0,,2025-01-30 14:35:20.203,sup-tmu-bat- 05,90.0,,,,,,,,,,,,14.958333333333334,1.0
19533,batiment,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 4,Niveau 22,Circulation 4-8,91823,Ventiloconvecteur 2,VCO 2,2713,Visite préventive Ventilo-convecteur  (Trimestre 1),T,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-16 06:59:40.000,2025-01-16 07:59:40.000,52.0,,2025-01-30 14:39:02.217,sup-tmu-bat- 05,90.0,,,,,,,,,,,,15.083333333333334,1.0
19546,batiment,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 4,Niveau 22,4146,91780,Ventiloconvecteur 2,VCO 2,2713,Visite préventive Ventilo-convecteur  (Trimestre 1),T,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-16 22:59:40.000,2025-01-16 23:59:40.000,52.0,,2025-01-30 15:07:56.773,sup-tmu-bat- 05,90.0,,,,,,,,,,,,15.75,1.0
19554,batiment,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 4,Niveau 22,4139,91783,Ventiloconvecteur 3,VCO 3,2713,Visite préventive Ventilo-convecteur  (Trimestre 1),T,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-17 11:59:40.000,2025-01-17 12:59:40.000,52.0,,2025-01-30 16:34:44.660,sup-tmu-bat- 05,90.0,,,,,,,,,,,,16.291666666666668,1.0
19478,batiment,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 4,Niveau 27,Circulation 4-25,91776,Ventiloconvecteur 1,VCO 1,2713,Visite préventive Ventilo-convecteur  (Trimestre 1),T,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-18 03:59:40.000,2025-01-18 04:59:40.000,52.0,,2025-01-30 20:35:02.104,sup-tmu-bat- 05,90.0,,,,,,,,,,,,16.958333333333332,1.0
19480,batiment,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 4,Niveau 27,Circulation 4-21,91713,Ventiloconvecteur 2,VCO 2,2713,Visite préventive Ventilo-convecteur  (Trimestre 1),T,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-18 09:59:40.000,2025-01-18 10:59:40.000,52.0,,2025-01-30 20:38:37.377,sup-tmu-bat- 05,90.0,,,,,,,,,,,,17.208333333333332,1.0
18796,batiment,Equipement climatisation et VMC,Mono split ,TM1,SAS EXPORT,Batiment 8-F,R+1,Bureau chef de brigade,1226636,MSP 1,Mono split 1,2478,Visite preventive Mono split  (An 1),A,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-27 10:59:40.000,2025-01-27 11:09:40.000,8.84,,2025-01-31 13:37:39.928,sup-tmu-bat- 05,90.0,,,,,,,,,,,,26.25,0.16666666666666666
18807,batiment,Equipement climatisation et VMC,Mono split ,TM1,SAS EXPORT,Batiment 8-F,RDC,Guérite 8,1226676,MSP 1,Mono split 1,2478,Visite preventive Mono split  (An 1),A,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-27 16:29:40.000,2025-01-27 16:39:40.000,8.84,,2025-01-31 14:40:28.042,sup-tmu-bat- 05,90.0,,,,,,,,,,,,26.479166666666668,0.16666666666666666
19513,batiment,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 4,Niveau 27,4258,91721,Ventiloconvecteur 3,VCO 3,2713,Visite préventive Ventilo-convecteur  (Trimestre 1),T,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-21 17:59:40.000,2025-01-21 18:59:40.000,52.0,,2025-01-31 11:26:24.539,sup-tmu-bat- 05,90.0,,,,,,,,,,,,20.541666666666668,1.0
19565,batiment,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 4,Niveau 27,Circulation 4-28,91761,Ventiloconvecteur 3,VCO 3,2713,Visite préventive Ventilo-convecteur  (Trimestre 1),T,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-22 04:59:40.000,2025-01-22 05:59:40.000,52.0,,2025-01-31 12:08:43.703,sup-tmu-bat- 05,90.0,,,,,,,,,,,,21.0,1.0
19572,batiment,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 4,Niveau 27,4234,91743,Ventiloconvecteur 3,VCO 3,2713,Visite préventive Ventilo-convecteur  (Trimestre 1),T,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-22 17:59:40.000,2025-01-22 18:59:40.000,52.0,,2025-01-31 12:19:14.756,sup-tmu-bat- 05,90.0,,,,,,,,,,,,21.541666666666668,1.0
19573,batiment,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 4,Niveau 27,4234,91742,Ventiloconvecteur 2,VCO 2,2713,Visite préventive Ventilo-convecteur  (Trimestre 1),T,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-22 19:59:40.000,2025-01-22 20:59:40.000,52.0,,2025-01-31 12:25:22.771,sup-tmu-bat- 05,90.0,,,,,,,,,,,,21.625,1.0
20074,batiment,Equipement électrique,Armoire électrique ,PPR,GATE3,Zone Billetterie,RDC,Local Technique CFO,136146,Armoire électrique 4,AEL 4,2736,Visite préventive Armoire électrique  (Trimestre 1),T,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-27 12:19:40.000,2025-01-27 12:29:40.000,8.84,,2025-02-04 11:24:32.966,sup-tmu-bat- 05,90.0,,,,,,,,,,,,26.305555555555557,0.16666666666666666
8644,batiment,Equipement électrique,Armoire électrique ,PPR,GATE3,Aubettes Douane Entree,RDC,Aubette Douane Entree 1,136112,Armoire électrique 1,AEL 1,962,Visite préventive Armoire électrique  (Semestre 1),S,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-27 09:59:40.000,2025-01-27 10:29:40.000,26.0,,2025-02-04 15:31:00.944,sup-tmu-bat- 05,90.0,,,,,,,,,,,,26.208333333333332,0.5
8645,batiment,Equipement électrique,Armoire électrique ,PPR,GATE3,Aubettes Douane Entree,RDC,Aubette Douane Entree 2,136113,Armoire électrique 1,AEL 1,962,Visite préventive Armoire électrique  (Semestre 1),S,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-27 10:29:40.000,2025-01-27 10:59:40.000,26.0,,2025-02-04 15:33:39.825,sup-tmu-bat- 05,90.0,,,,,,,,,,,,26.229166666666668,0.5
8625,batiment,Equipement électrique,Armoire électrique ,PPR,GATE3,Aubettes Douane Entree,RDC,Aubette Douane Entree 2,136113,Armoire électrique 1,AEL 1,958,Visite préventive Armoire électrique  (Trimestre 1),T,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,66.67,2025-01-27 10:49:40.000,2025-01-27 10:56:40.000,6.24,,2025-02-04 15:34:22.231,sup-tmu-bat- 05,90.0,,,,,,,,,,,,26.243055555555557,0.11666666666666667
19254,batiment,Equipement climatisation et VMC,Mono split ,TM1,TM01,Pilotage,RDC,Local technique 2,1240854,Mono split 1,MSP 1,2609,Visite préventive Mono split  (An 1),A,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-27 10:19:40.000,2025-01-27 10:29:40.000,8.84,,2025-02-05 22:07:02.867,sup-tmu-bat- 05,90.0,,,,,,,,,,,,26.22222222222222,0.16666666666666666
19257,batiment,Equipement climatisation et VMC,Mono split ,TM1,TM01,Pilotage,R+3,Salle de repos,1240940,Mono split 1,MSP 1,2609,Visite préventive Mono split  (An 1),A,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-27 10:59:40.000,2025-01-27 11:09:40.000,8.84,,2025-02-05 22:07:59.531,sup-tmu-bat- 05,90.0,,,,,,,,,,,,26.25,0.16666666666666666
17273,batiment,Equipement électrique,Armoire électrique ,PPR,GATE3,Aubettes Police Entree,RDC,Aubette Police Entree 2B,136120,Armoire électrique 1,AEL 1,2316,Visite préventive Armoire électrique  (Semestre 1),S,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-28 11:59:40.000,2025-01-28 12:29:40.000,26.0,,2025-02-06 10:43:22.895,sup-tmu-bat- 05,90.0,,,,,,,,,,,,27.291666666666668,0.5
17181,batiment,Equipement électrique,Armoire électrique ,PPR,GATE3,Aubettes Police Entree,RDC,Aubette Police Entree 2B,136120,Armoire électrique 1,AEL 1,2304,Visite préventive Armoire électrique  (Trimestre 1),T,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,66.67,2025-01-28 11:59:40.000,2025-01-28 12:06:40.000,6.24,,2025-02-06 10:44:13.584,sup-tmu-bat- 05,90.0,,,,,,,,,,,,27.291666666666668,0.11666666666666667
17276,batiment,Equipement électrique,Armoire électrique ,PPR,GATE3,Aubettes Police Entree,RDC,Aubette Police Entree 4A,136123,Armoire électrique 1,AEL 1,2316,Visite préventive Armoire électrique  (Semestre 1),S,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-28 14:19:40.000,2025-01-28 14:27:40.000,6.76,,2025-02-06 12:22:12.392,sup-tmu-bat- 05,90.0,,,,,,,,,,,,27.38888888888889,0.13333333333333333
17550,batiment,Equipement électrique,Armoire électrique ,PPR,GATE3,Aubettes Police Sortie,RDC,L.T 6,136134,Armoire électrique 2,AEL 2,2380,Visite préventive Armoire électrique  (Trimestre 1),T,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,66.67,2025-01-28 15:29:40.000,2025-01-28 15:36:40.000,6.24,,2025-02-06 13:35:30.044,sup-tmu-bat- 05,90.0,,,,,,,,,,,,27.4375,0.11666666666666667
8584,batiment,Equipement électrique,Armoire électrique ,PPR,GATE3,Aubettes Check In,RDC,L.T. 1,136142,Armoire électrique 2,AEL 2,950,Visite préventive Armoire électrique  (Semestre 1),S,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-27 20:59:40.000,2025-01-27 21:29:40.000,26.0,,2025-02-06 13:47:51.943,sup-tmu-bat- 05,90.0,,,,,,,,,,,,26.666666666666668,0.5
8585,batiment,Equipement électrique,Armoire électrique ,PPR,GATE3,Aubettes Check In,RDC,L.T. 1,136141,Armoire électrique 1,AEL 1,950,Visite préventive Armoire électrique  (Semestre 1),S,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-27 21:29:40.000,2025-01-27 21:59:40.000,26.0,,2025-02-06 13:49:36.979,sup-tmu-bat- 05,90.0,,,,,,,,,,,,26.6875,0.5
8577,batiment,Equipement électrique,Armoire électrique ,PPR,GATE3,Aubettes Check In,RDC,L.T. 1,136141,Armoire électrique 1,AEL 1,946,Visite préventive Armoire électrique  (Trimestre 1),T,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,66.67,2025-01-27 21:29:40.000,2025-01-27 21:36:40.000,6.24,,2025-02-06 13:53:53.839,sup-tmu-bat- 05,90.0,,,,,,,,,,,,26.6875,0.11666666666666667
18990,batiment,Equipement électrique,Armoire électrique ,PPR,PPR01,Flemingo,R+1,Stock 5,1233035,Armoire électrique 1,AEL 1,2545,Visite preventive Armoire électrique  (Semestre 1),S,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-30 19:59:40.000,2025-01-30 20:54:40.000,47.84,,2025-02-07 13:35:10.077,sup-tmu-bat- 05,90.0,,,,,,,,,,,,29.625,0.9166666666666666
18882,batiment,Equipement  de levage,Ascenseur ,TM1,TMPC01,BELVEDERE,RDC,19,135175,Ascenseur 1,ASC 1,2504,Visite préventive Ascenseur  (Mois 1),M,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-03 09:59:40.000,2025-01-03 10:59:40.000,104.0,,2025-02-07 11:15:02.567,SUP-TMU-BAT- 02,84.0,,,,,,,,,,,,2.2083333333333335,1.0
8482,batiment,Equipement électrique,Armoire électrique ,PPR,PPR01,Accès TIR,RDC,Local technique 2,1243819,Armoire électrique 1,AEL 1,913,Visite préventive Armoire électrique  (Trimestre 1),T,2025-01-01 04:59:40,2025-01-16 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-27 10:59:40.000,2025-01-27 11:09:40.000,8.84,,2025-02-07 13:00:12.313,sup-tmu-bat- 05,90.0,,,,,,,,,,,,26.25,0.16666666666666666
19321,batiment,Equipement électrique,Armoire électrique ,PPR,PPR01,Sanitaire et douche zone de stockage,RDC,Sanitaire homme,157665,Armoire électrique 1,AEL 1,2649,Visite préventive Armoire électrique  (Semestre 1),S,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-30 13:59:40.000,2025-01-30 14:49:40.000,43.16,,2025-02-07 14:41:54.079,sup-tmu-bat- 05,90.0,,,,,,,,,,,,29.375,0.8333333333333334
19309,batiment,Equipement électrique,Armoire électrique ,PPR,PPR01,Sanitaire et douche zone de stockage,RDC,Sanitaire homme,157665,Armoire électrique 1,AEL 1,2645,Visite préventive Armoire électrique  (Trimestre 1),T,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,50.0,2025-01-30 14:19:40.000,2025-01-30 14:24:40.000,4.16,,2025-02-07 14:43:18.027,sup-tmu-bat- 05,90.0,,,,,,,,,,,,29.38888888888889,0.08333333333333333
19308,batiment,Equipement électrique,Armoire électrique ,PPR,PPR01,Sanitaire et douche zone de stockage,RDC,Douche femme,157666,Armoire électrique 1,AEL 1,2645,Visite préventive Armoire électrique  (Trimestre 1),T,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,50.0,2025-01-30 14:59:40.000,2025-01-30 15:04:40.000,4.16,,2025-02-07 14:46:13.811,sup-tmu-bat- 05,90.0,,,,,,,,,,,,29.416666666666668,0.08333333333333333
19320,batiment,Equipement électrique,Armoire électrique ,PPR,PPR01,Sanitaire et douche zone de stockage,RDC,Douche femme,157666,Armoire électrique 1,AEL 1,2649,Visite préventive Armoire électrique  (Semestre 1),S,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-30 14:59:40.000,2025-01-30 15:49:40.000,43.16,,2025-02-07 14:48:58.919,sup-tmu-bat- 05,90.0,,,,,,,,,,,,29.416666666666668,0.8333333333333334
18833,batiment,Equipement électrique,Armoire électrique ,PPR,PPR01,Batiment operationnel 2,R+1,Sanitaire 3 BO2,175109,Armoire électrique 1,AEL 1,2485,Visite preventive Armoire électrique  (Trimestre 1),T,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-30 14:59:40.000,2025-01-30 15:09:40.000,8.84,,2025-02-07 15:09:54.802,sup-tmu-bat- 05,90.0,,,,,,,,,,,,29.416666666666668,0.16666666666666666
18769,batiment,Equipement climatisation et VMC,Pompe à chaleur,TM1,SAS EXPORT,Batiment 5-D,RDC,Etage cafétéria / restaurant,1226970,Pompe à chaleur 1,PAC 1,2462,Visite preventive Pompe à chaleur (Trimestre 1),T,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,0.0,2025-01-20 09:59:40.000,2025-01-20 10:19:40.000,17.16,,2025-02-07 22:32:01.412,sup-tmu-bat- 05,90.0,,,,,,,,,,,,19.208333333333332,0.3333333333333333
19253,batiment,Equipement climatisation et VMC,Mono split ,TM1,TM01,Pilotage,RDC,Bureau des officiers d'intervention,1240531,Mono split 1,MSP 1,2609,Visite préventive Mono split  (An 1),A,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-27 09:59:40.000,2025-01-27 10:09:40.000,8.84,,2025-02-05 22:00:18.152,sup-tmu-bat- 05,90.0,,,,,,,,,,,,26.208333333333332,0.16666666666666666
19310,batiment,Equipement électrique,Armoire électrique ,PPR,PPR01,Sanitaire et douche zone de stockage,RDC,Douche homme,157667,Armoire électrique 1,AEL 1,2645,Visite préventive Armoire électrique  (Trimestre 1),T,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,50.0,2025-01-30 15:59:40.000,2025-01-30 16:04:40.000,4.16,,2025-02-07 14:49:41.009,sup-tmu-bat- 05,90.0,,,,,,,,,,,,29.458333333333332,0.08333333333333333
19498,batiment,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 4,Niveau 27,Circulation 4-18,91732,Ventiloconvecteur 2,VCO 2,2713,Visite préventive Ventilo-convecteur  (Trimestre 1),T,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-19 21:59:40.000,2025-01-19 22:59:40.000,52.0,,2025-01-30 21:18:29.981,sup-tmu-bat- 05,90.0,,,,,,,,,,,,18.708333333333332,1.0
62311,equipement,Equipement Electrique,Candélabre,PPR,PPR01,Voie périphérique PPR,,,4768,Candélabre 31 ,EE-CAN31,6276,Visite préventive candélabre  (An 1),A,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-01 22:59:40.000,2025-01-20 23:59:40.000,483405.0,,2025-01-28 11:32:39.127,sup-tmu-eq- 04,82.0,,,,,,,,,,,,0.75,457.0
15358,equipement,"Equipement de sécurité, contôle et exploitation",Passerelle,PPR,PPR01,Poste N6,,,1962,Passerelle Double Poste 6,ESC-PAS_Poste6,1665,Visite Préventive Jornalier (Jour 01-01),J,2025-01-01 04:59:40,2025-01-01 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-01 10:59:40.000,2025-01-01 11:59:40.000,95.48,,2025-01-17 15:30:54.904,SUP-TMU-EQ- 9,135.0,,,,,,,,,,,,0.25,1.0
18839,batiment,Equipement électrique,Armoire électrique ,TM1,SAS IMPORT,Batiment PIF,R+1,Photocopie / café,166592,Armoire électrique 1,AEL 1,2491,Visite preventive Mono split  (Trimestre 1),T,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-05 09:59:40.000,2025-01-05 10:09:40.000,8.84,,2025-01-20 11:04:59.037,sup-tmu-bat- 05,90.0,,,,,,,,,,,,4.208333333333333,0.16666666666666666
18936,batiment,Equipement climatisation et VMC,Mono split ,TM1,SAS IMPORT,Douane - extension sas,RDC,Bureau douane 3,166231,Mono split 1,MSP 1,2540,Visite preventive Mono split  (An 1),A,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,50.0,2025-01-05 10:39:40.000,2025-01-05 10:49:40.000,8.84,,2025-01-20 11:15:42.071,sup-tmu-bat- 05,90.0,,,,,,,,,,,,4.236111111111111,0.16666666666666666
18847,batiment,Equipement électrique,Armoire électrique ,TM1,SAS IMPORT,Batiment PIF,R+1,Photocopie / café,166592,Armoire électrique 1,AEL 1,2495,Visite preventive Mono split  (Semestre 1),S,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-05 09:59:40.000,2025-01-05 10:59:40.000,52.0,,2025-01-20 11:37:25.251,sup-tmu-bat- 05,90.0,,,,,,,,,,,,4.208333333333333,1.0
8654,batiment,Equipement électrique,Armoire électrique ,TM1,SAS IMPORT,Batiment douane sortie plein,RDC,Local technique 1,1239923,Armoire électrique 1,AEL 1,964,Visite préventive Armoire électrique  (Trimestre 1),T,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-14 09:59:40.000,2025-01-14 10:09:40.000,8.84,,2025-01-20 16:03:29.193,sup-tmu-bat- 05,90.0,,,,,,,,,,,,13.208333333333334,0.16666666666666666
19185,batiment,Equipement climatisation et VMC,Centrale de traitement d'air,TM1,TMPC01,Gare Maritime TMPC,Niveau11,Circulation 1_G1,176536,Centrale de traitement d'air 1,CTA 1,2585,Visite préventive Centrale de traitement d'air (Trimestre 1),T,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-27 12:59:40.000,2025-01-27 16:59:40.000,416.0,,2025-01-27 23:03:29.618,SUP-TMU-BAT- 6,140.0,,,,,,,,,,,,26.333333333333332,4.0
8690,batiment,Equipement électrique,Armoire électrique ,TM1,SAS IMPORT,Batiment douane sortie plein,RDC,Local technique 1,1239923,Armoire électrique 1,AEL 1,968,Visite préventive Armoire électrique  (Semestre 1),S,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-13 09:59:40.000,2025-01-13 10:59:40.000,52.0,,2025-01-21 10:25:45.093,sup-tmu-bat- 05,90.0,,,,,,,,,,,,12.208333333333334,1.0
8691,batiment,Equipement électrique,Armoire électrique ,TM1,SAS IMPORT,Batiment douane sortie plein,RDC,Local technique 1,1239924,Armoire électrique 2,AEL 2,968,Visite préventive Armoire électrique  (Semestre 1),S,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-13 10:59:40.000,2025-01-13 11:59:40.000,52.0,,2025-01-21 10:27:06.842,sup-tmu-bat- 05,90.0,,,,,,,,,,,,12.25,1.0
8655,batiment,Equipement électrique,Armoire électrique ,TM1,SAS IMPORT,Batiment douane sortie plein,RDC,Local technique 1,1239924,Armoire électrique 2,AEL 2,964,Visite préventive Armoire électrique  (Trimestre 1),T,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-13 11:19:40.000,2025-01-13 11:29:40.000,8.84,,2025-01-21 10:27:56.334,sup-tmu-bat- 05,90.0,,,,,,,,,,,,12.26388888888889,0.16666666666666666
18218,equipement,Equipement Electrique,Candélabre,PPR,PPR01,Voie périphérique TM2 ,,,4828,Candélabre 91 ,EE-CAN91,2436,Visite préventive Candélabre  (Semestre 1),S,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-01 22:59:40.000,2025-01-20 23:59:40.000,483405.0,,2025-01-27 15:27:28.156,sup-tmu-eq- 04,82.0,,,,,,,,,,,,0.75,457.0
44245,equipement,Equipement de protection contre incendie,Centrale de détection d'incendie,TM1,SAS IMPORT,Batiment Douane,,,5691,Centrale incendie  BATIMENT REGIONALE DES DOUANES,EPCI-CI-BATIMENT REGIONALE DES DOUANES,5578,Visite préventive Centrale de détection d'incendie (Semestre 1),S,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-21 08:29:40.000,2025-01-21 11:59:40.000,364.0,,2025-01-24 12:06:41.678,SUP-TMU-EQ- 07,126.0,,,,,,,,,,,,20.145833333333332,3.5
44246,equipement,Equipement de protection contre incendie,Centrale de détection d'incendie,TM1,SAS IMPORT,Simulateur,,,5701,Centrale incendie  BATIMENT SIMULATOR DE PILOTAGE,EPCI-CI-BATIMENT SIMULATOR DE PILOTAGE,5578,Visite préventive Centrale de détection d'incendie (Semestre 1),S,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-15 08:29:40.000,2025-01-15 11:59:40.000,364.0,,2025-01-24 12:17:09.928,SUP-TMU-EQ- 07,126.0,,,,,,,,,,,,14.145833333333334,3.5
20048,batiment,Equipement climatisation et VMC,Mono split ,TM1,ZEXT01,VTS,RDC,7,162161,Mono split 2,MSP 2,2735,Visite préventive Mono split  (An 1),A,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-24 11:19:40.000,2025-01-24 11:29:40.000,8.84,,2025-01-21 16:12:09.605,sup-tmu-bat- 05,90.0,,,,,,,,,,,,23.26388888888889,0.16666666666666666
19466,batiment,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 4,Niveau 27,4257,91727,Ventiloconvecteur 6,VCO 6,2713,Visite préventive Ventilo-convecteur  (Trimestre 1),T,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-23 11:59:40.000,2025-01-23 15:59:40.000,416.0,,2025-01-29 00:02:53.247,SUP-TMU-BAT- 6,140.0,,,,,,,,,,,,22.291666666666668,4.0
19470,batiment,Equipement climatisation et VMC,Ventilo-convecteur ,TM1,TMPC01,Secteur 4,Niveau 27,Circulation 4-19,91739,Ventiloconvecteur 1,VCO 1,2713,Visite préventive Ventilo-convecteur  (Trimestre 1),T,2025-01-01 04:59:40,2025-01-21 00:59:40,TMPA,TMU,Réalisé,Non,100.0,2025-01-23 21:59:40.000,2025-01-23 23:49:40.000,761.28,,2025-01-29 00:41:25.315,SUP-TMU-BAT- 6,140.0,,,,,,,,,,,,22.708333333333332,1.8333333333333333
