article,total_demand,avg_demand_per_request,demand_std,current_stock,famille,total_cost,daily_demand,reorder_point,needs_reorder,suggested_order_qty
 Boîtier de commande « Inekma » du quai niveleur RH11,8.0,1.0,0.0,0,ELECTROMECANIQUE,52800.0,0.008350730688935281,0.058455114822546964,True,0.0
Panel LED apparent carre à 18W 6500 K,37.0,4.625,6.368168608679534,0,ELECTRICITE,74.0,0.038622129436325675,9.822607819073582,True,20.0
Opérateur de porte ascenseur OTIS,12.0,1.7142857142857142,0.7559289460184544,0,ELECTRICITE,96000.0,0.012526096033402923,1.221576091261502,True,2.0
PEINTURE DE BORDURE,1325.0,94.64285714285714,106.81515820321582,105,PEINTURE,53000.0,1.383089770354906,169.9043656973081,True,235.0
POIGNEE PORTE BOIS WC,137.0,2.795918367346939,3.883617256269892,0,MENUISERIE,63705.0,0.1430062630480167,6.826469725740955,True,14.0
POIGNÉE PORTE BOIS,112.0,1.8983050847457628,1.7586722583287313,3,MENUISERIE,52080.0,0.11691022964509394,3.4563799950087546,True,4.0
PRO-DIALOG de commande de PAC carrier,1.0,1.0,0.0,0,CLIMATISATION,9049.0,0.0010438413361169101,0.0073068893528183704,True,0.0
Paire fixation toilette,11.0,1.5714285714285714,0.7867957924694431,0,PLOMBERIE,66.0,0.011482254697286013,1.2605694715851667,True,3.0
Panel LED 120 CM 48W,3.0,1.5,0.7071067811865476,0,ELECTRICITE,1080.0,0.003131524008350731,1.0825808398382766,True,2.0
Panel LED 30X120 40W 6000K,85.0,28.333333333333332,39.80368492154129,10,ELECTRICITE,2125.0,0.08872651356993737,60.326612977301494,True,111.0
Panel LED 60/60 apparent,108.0,4.0,6.9724733499228675,0,ELECTRICITE,38772.0,0.1127348643006263,11.247854074988686,True,22.0
Panel LED 60/60 encastré,105.0,2.763157894736842,2.4098246042075546,0,ELECTRICITE,18795.0,0.10960334029227557,4.381960288357261,True,9.0
Panel LED 60X60 40W 6000K,374.0,8.69767441860465,23.339660588099036,35,ELECTRICITE,9350.0,0.3903966597077244,37.74226750010263,True,40.0
Panel LED 60X60 40W 6000K .H,3.0,3.0,0.0,0,ELECTRICITE,75.0,0.003131524008350731,0.021920668058455117,True,0.0
Panel LED 60X60 40W 6000K MEDHUB,122.0,6.1,7.765646345146987,0,ELECTRICITE,3050.0,0.12734864300626306,12.539910018764322,True,25.0
Panel LED Rond encastré 18W 6500°K,85.0,3.8636363636363638,2.964800716750333,0,ELECTRICITE,4420.0,0.08872651356993737,5.068286670115062,True,10.0
Panel LED apparent rond à 18W 6500 K,7.0,2.3333333333333335,1.5275252316519465,0,ELECTRICITE,14.0,0.007306889352818371,2.3424360729476486,True,5.0
Parachute  porte sectionnelle ensemble : gauche / droit,30.0,30.0,0.0,0,ELECTROMECANIQUE,176.7,0.031315240083507306,0.21920668058455114,True,0.0
Panel LED apparent rond à 18W 6500 K ,96.0,4.173913043478261,4.579124310022639,4,ELECTRICITE,192.0,0.10020876826722339,7.570147842904522,True,11.0
Panel LED carré encastré 18W,54.0,5.4,6.077280093375106,0,ELECTRICITE,2808.0,0.05636743215031315,9.51049216511485,True,19.0
Panel LED encastrable de 120/30CM,76.0,9.5,15.602197647401194,0,ELECTRICITE,18620.0,0.07933194154488518,23.958620061915987,True,48.0
Panel LED encastrable de 60/60CM,84.0,5.25,3.8384024454626084,0,ELECTRICITE,19740.0,0.08768267223382047,6.371382373830656,True,13.0
Panel LED encastré rond à 24W 6500 K,59.0,4.214285714285714,3.906179944426749,4,ELECTRICITE,590.0,0.061586638830897704,6.290376388456407,True,9.0
Panel led 24 W carrée,15.0,2.5,1.0488088481701514,1,ELECTRICITE,1680.0,0.015657620041753653,1.6828166125475028,True,2.0
"Panneau "" Interdiction de tourner à gauche """,1.0,1.0,0.0,0,PANNEAUX DE SIGNALISATION,700.0,0.0010438413361169101,0.0073068893528183704,True,0.0
"Panneau ""Klaxon interdit""",1.0,1.0,0.0,0,PANNEAUX DE SIGNALISATION,700.0,0.0010438413361169101,0.0073068893528183704,True,0.0
"Panneau ""Rond point""",2.0,1.0,0.0,0,PANNEAUX DE SIGNALISATION,1400.0,0.0020876826722338203,0.014613778705636741,True,0.0
"Panneau ""Vitesse -20-""",2.0,2.0,0.0,0,PANNEAUX DE SIGNALISATION,0.0,0.0020876826722338203,0.014613778705636741,True,0.0
"Panneau LED ""Barriére de train""",2.0,2.0,0.0,0,PANNEAUX DE SIGNALISATION,0.0,0.0020876826722338203,0.014613778705636741,True,0.0
Panneau sandwich 600x60x40,20.0,20.0,0.0,0,MECANIQUE,400.0,0.020876826722338204,0.14613778705636743,True,0.0
Panneau sandwich 600x60x40 MEDHUB,30.0,10.0,0.0,0,MECANIQUE,600.0,0.031315240083507306,0.21920668058455114,True,0.0
Panneau sandwich pour porte sectionnelle,8.0,2.0,0.0,0,MECANIQUE,23200.0,0.008350730688935281,0.058455114822546964,True,0.0
Onduleur 6 KVA,6.0,1.2,0.4472135954999579,0,ELECTRICITE,69420.0,0.006263048016701462,0.7146617293668471,True,1.0
Onduleur 3 KVA,10.0,1.1111111111111112,0.3333333333333333,0,ELECTRICITE,60950.0,0.010438413361169102,0.5730688935281837,True,1.0
Mécanisme de fermeture SEVAX MINOS +  MEDHUB,2.0,1.0,0.0,0,MENUISERIE,40.0,0.0020876826722338203,0.014613778705636741,True,0.0
Mécanisme de fermeture SEVAX MINOS +,69.0,23.0,23.643180835073778,0,MENUISERIE,1380.0,0.0720250521920668,35.96894661795513,True,72.0
Lavabo Vasque,10.0,10.0,0.0,0,PLOMBERIE,300.0,0.010438413361169102,0.07306889352818371,True,0.0
Lavabo avec colonne,24.0,6.0,10.0,0,PLOMBERIE,720.0,0.025052192066805846,15.175365344467641,True,30.0
Lavabo d'occasion,1.0,1.0,0.0,0,PLOMBERIE,150.0,0.0010438413361169101,0.0073068893528183704,True,0.0
Led panel 3 w rond,16.0,2.0,1.5118578920369088,0,ELECTRICITE,368.0,0.016701461377870562,2.384697067700457,True,5.0
Led panel 6 w carrée,29.0,2.0714285714285716,1.3847680013570567,0,ELECTRICITE,1102.0,0.030271398747390398,2.289051793267318,True,5.0
Luminaire Panel LED 40w 120X30 blanche IP45,347.0,15.08695652173913,16.56094267046376,0,ELECTRICITE,114510.0,0.36221294363256784,27.376904611123614,True,55.0
Luminaire Panel LED 40w 60X60 blanche IP45,457.0,8.017543859649123,9.581401679575041,15,ELECTRICITE,130245.0,0.477035490605428,17.711350953600558,True,20.0
Mamelon 1/2*1/2,5.0,1.6666666666666667,1.1547005383792517,0,PLOMBERIE,130.0,0.005219206680584551,1.7685852543329694,True,4.0
Mamelon cuivre Ø3/4,2.0,2.0,0.0,0,PLOMBERIE,0.0,0.0020876826722338203,0.014613778705636741,True,0.0
Mamelon en laiton,13.0,4.333333333333333,3.214550253664318,0,PLOMBERIE,65.0,0.013569937369519834,4.916814942083116,True,10.0
Manchon a sertir 10MM,20.0,20.0,0.0,0,ELECTRICITE,360.0,0.020876826722338204,0.14613778705636743,True,0.0
Manchon a sertir 16MM,20.0,20.0,0.0,0,ELECTRICITE,400.0,0.020876826722338204,0.14613778705636743,True,0.0
Manille droite de diamètre DN32mm,35.0,35.0,0.0,0,MECANIQUE,0.0,0.03653444676409186,0.255741127348643,True,1.0
Manille droite de diamètre DN35mm,31.0,31.0,0.0,0,MECANIQUE,0.0,0.032359081419624215,0.2265135699373695,True,0.0
Manille droite de diamètre DN45mm,27.0,27.0,0.0,0,MECANIQUE,0.0,0.028183716075156576,0.19728601252609604,True,0.0
Manille droite de diamètre DN50mm,11.0,11.0,0.0,0,MECANIQUE,0.0,0.011482254697286013,0.08037578288100208,True,0.0
Manille lyre de diamètre DN35mm,34.0,34.0,0.0,0,MECANIQUE,0.0,0.03549060542797495,0.24843423799582465,True,0.0
Manille lyre de diamètre DN38mm,29.0,29.0,0.0,0,MECANIQUE,0.0,0.030271398747390398,0.21189979123173278,True,0.0
Manomètre,5.0,1.25,0.5,0,CLIMATISATION,2500.0,0.005219206680584551,0.7865344467640919,True,2.0
Manomètre de circuit de refroidissement 16 BAR (similaire à l'existant),202.0,67.33333333333333,114.89270356873553,0,MECANIQUE,131454.0,0.21085594989561587,173.81504700237258,True,348.0
Module d'incendie multiples entrées sorties : IO500 input / Ouput module,1.0,1.0,0.0,0,INCENDIE,8500.0,0.0010438413361169101,0.0073068893528183704,True,0.0
Monchon a sertir cuivre Ø25L 5M,6.0,6.0,0.0,0,ELECTRICITE,24.0,0.006263048016701462,0.04384133611691023,True,0.0
Monchon a sertir cuivre Ø50L 10M,7.0,7.0,0.0,0,ELECTRICITE,112.0,0.007306889352818371,0.0511482254697286,True,0.0
Monchon cheville Ø10,50.0,12.5,5.0,0,DIVERS,0.0,0.05219206680584551,7.865344467640918,True,16.0
Moteur de centrale hydraulique,1.0,1.0,0.0,0,MECANIQUE,0.0,0.0010438413361169101,0.0073068893528183704,True,0.0
Moteur de porte sectionnelle 220V,2.0,1.0,0.0,0,MECANIQUE,16000.0,0.0020876826722338203,0.014613778705636741,True,0.0
Moulure auto-adhésive MEDHUB,1.0,1.0,0.0,0,ELECTRICITE,87.0,0.0010438413361169101,0.0073068893528183704,True,0.0
Mécanisme  chasse d'eau pour WC standard. w,66.0,1.2,0.48686449556014777,0,PLOMBERIE,4950.0,0.06889352818371608,1.212551440626234,True,2.0
Mécanisme de chasse d'eau,55.0,1.375,0.7741827783921406,0,PLOMBERIE,6545.0,0.05741127348643006,1.5631530819932213,True,3.0
Panneaux en fibre de ciment,82.0,82.0,0.0,0,CLIMATISATION,34440.0,0.08559498956158663,0.5991649269311065,True,1.0
Parachute  porte sectionnelle ensemble : gauche / droit MEDHUB,35.0,11.666666666666666,7.637626158259733,0,MECANIQUE,206.15,0.03653444676409186,11.712180364738241,True,23.0
"Lampe led stick E27  ""NICHES""",26.0,13.0,0.0,0,ELECTRICITE,1924.0,0.027139874739039668,0.18997912317327767,True,0.0
Poignée fenêtre  aluminium blanc. w,112.0,14.0,32.14698386207595,0,MENUISERIE,2520.0,0.11691022964509394,49.03884740062958,True,98.0
Plaque antifrictions de dimensions de dimensions 1220x1054x40,220.0,220.0,0.0,0,MECANIQUE,0.0,0.22964509394572025,1.6075156576200418,True,3.0
Plaque antifrictions de dimensions de dimensions 134x114x40,15.0,15.0,0.0,0,MECANIQUE,0.0,0.015657620041753653,0.10960334029227557,True,0.0
Plaque antifrictions de dimensions de dimensions 300x220x40,11.0,11.0,0.0,0,MECANIQUE,0.0,0.011482254697286013,0.08037578288100208,True,0.0
Plaque antifrictions de dimensions de dimensions 306x134x40,18.0,18.0,0.0,0,MECANIQUE,0.0,0.018789144050104383,0.1315240083507307,True,0.0
Plaque antifrictions de dimensions de dimensions 700x220x40,6.0,6.0,0.0,0,MECANIQUE,0.0,0.006263048016701462,0.04384133611691023,True,0.0
Plaque antifrictions de dimensions de dimensions 700x300x40,12.0,12.0,0.0,0,MECANIQUE,0.0,0.012526096033402923,0.08768267223382047,True,0.0
Plaque antifrictions de dimensions de dimensions 720x167x40,86.0,86.0,0.0,0,MECANIQUE,0.0,0.08977035490605428,0.62839248434238,True,1.0
Plaque de signalisation Toilette,20.0,20.0,0.0,0,DIVERS,0.0,0.020876826722338204,0.14613778705636743,True,0.0
Platine d’assemblage des chaines de défenses SCN 1200 E2.9,2.0,2.0,0.0,0,MECANIQUE,0.0,0.0020876826722338203,0.014613778705636741,True,0.0
Plinthe 100x45,75.0,12.5,23.535080199565922,8,ELECTRICITE,375.0,0.07828810020876827,35.85063700081026,True,64.0
Poignée Modèle CF anti-accrochage,13.0,1.625,0.9161253813129043,0,MECANIQUE,3900.0,0.013569937369519834,1.4691776335559952,True,3.0
Poignée aluminium (pair),271.0,1.6035502958579881,1.8297115792465972,0,MENUISERIE,176150.0,0.2828810020876827,4.724734383483675,True,9.0
Poignée de condamnation CND,3.0,1.0,0.0,0,MENUISERIE,720.0,0.003131524008350731,0.021920668058455117,True,0.0
Poignée de porte en bois,45.0,1.4516129032258065,1.0275767506588613,0,MENUISERIE,2205.0,0.04697286012526096,1.8701751468651189,True,4.0
Poignée porte aluminium blanc en pair. w,104.0,1.1063829787234043,0.37295925305365957,0,MENUISERIE,3640.0,0.10855949895615867,1.3193553722736,True,3.0
Parachute de sécurité ,6.0,2.0,0.0,0,MECANIQUE,7200.0,0.006263048016701462,0.04384133611691023,True,0.0
Poignée porte coupe feu,195.0,6.5,9.683793784925696,8,MENUISERIE,1950.0,0.2035490605427975,15.950534101188126,True,24.0
Poignée porte en acier (Pair),15.0,1.3636363636363635,0.8090398349558905,0,MENUISERIE,150.0,0.015657620041753653,1.3231630927261113,True,3.0
Poignée porte en acier (Pair) MEDHUB ,3.0,1.5,0.7071067811865476,0,MENUISERIE,30.0,0.003131524008350731,1.0825808398382766,True,2.0
Pointes lumineuses à LED pour éclairage extérieure,45.0,15.0,0.0,0,ELECTRICITE,40500.0,0.04697286012526096,0.3288100208768267,True,1.0
Porte  savon en inox JOFEL,37.0,1.15625,0.5148989879014481,0,PLOMBERIE,11063.0,0.038622129436325675,1.0427033879064518,True,2.0
Porte fusible modulaire compact 4 pôles 22X58,50.0,25.0,0.0,0,ELECTRICITE,350.0,0.05219206680584551,0.36534446764091855,True,1.0
Porte fusible modulaire compact 4 pôles 8X32,30.0,30.0,0.0,0,ELECTRICITE,210.0,0.031315240083507306,0.21920668058455114,True,0.0
Porte papier hygienique petite forme inox,6.0,3.0,1.4142135623730951,0,PLOMBERIE,0.0,0.006263048016701462,2.165161679676553,True,4.0
Porte papier rouleau INOX,7.0,1.0,0.0,0,PLOMBERIE,2240.0,0.007306889352818371,0.0511482254697286,True,0.0
"Presostat de pression - Huile ""NORGREN"" -Rampe-",1.0,1.0,0.0,0,ELECTROMECANIQUE,0.0,0.0010438413361169101,0.0073068893528183704,True,0.0
Presse etoupe D29,1.0,1.0,0.0,0,ELECTRICITE,0.0,0.0010438413361169101,0.0073068893528183704,True,0.0
Pressostat BP de circuit frigorifique de PAC,2.0,1.0,0.0,0,CLIMATISATION,5568.0,0.0020876826722338203,0.014613778705636741,True,0.0
Pressostat HP de circuit frigorifique de PAC,2.0,1.0,0.0,0,CLIMATISATION,5568.0,0.0020876826722338203,0.014613778705636741,True,0.0
Pressostat mécanique de 16 BAR de marque DANFOSS.,2.0,2.0,0.0,0,HYDRAULIQUE,3240.0,0.0020876826722338203,0.014613778705636741,True,0.0
Plaque antifrictions de dimensions de dimensions 1054x360x40,130.0,130.0,0.0,0,MECANIQUE,0.0,0.13569937369519833,0.9498956158663883,True,2.0
Plaque antifrictions de dimensions de dimensions 1044x720x40,97.0,97.0,0.0,0,MECANIQUE,0.0,0.10125260960334029,0.708768267223382,True,1.0
Plaque antifrictions de dimensions de dimensions 1044x335x40,45.0,45.0,0.0,0,MECANIQUE,0.0,0.04697286012526096,0.3288100208768267,True,1.0
Plaque antifrictions de dimensions de dimensions 1044x172x40,25.0,25.0,0.0,0,MECANIQUE,0.0,0.026096033402922755,0.18267223382045927,True,0.0
Paumelle aluminium MEDHUB,4.0,2.0,0.0,0,MENUISERIE,512.0,0.0041753653444676405,0.029227557411273482,True,0.0
Paumelle vitre INOX,77.0,12.833333333333334,11.14300976696452,0,MENUISERIE,1540.0,0.08037578288100208,17.277145130613796,True,35.0
Peinture cloture 5 KG,236.0,2.8095238095238093,8.711543637128552,12,PEINTURE,46020.0,0.24634655532359082,14.791741342957964,True,18.0
Peinture de traçage blanc 25KG,147.0,6.391304347826087,6.372805365091882,0,PEINTURE,161700.0,0.1534446764091858,10.633320782502123,True,21.0
Peinture de traçage bleu 25KG,8.0,2.6666666666666665,2.8867513459481287,0,PEINTURE,8800.0,0.008350730688935281,4.38858213374474,True,9.0
Peinture de traçage jaune 25KG,16.0,2.6666666666666665,2.250925735484551,0,PEINTURE,16000.0,0.016701461377870562,3.4932988328719206,True,7.0
Peinture hempel 20 L,6.0,2.0,1.0,0,PEINTURE,24426.0,0.006263048016701462,1.5438413361169103,True,3.0
Peinture laque 5 KG bleu,1.0,1.0,0.0,0,PEINTURE,170.0,0.0010438413361169101,0.0073068893528183704,True,0.0
Peinture laque 5 KG noir,230.0,10.0,19.439884025093637,27,PEINTURE,40800.0,0.24008350730688935,30.840410588788682,True,35.0
Peinture laque 5 KG rouge,149.0,5.518518518518518,5.465770199582478,0,PEINTURE,25330.0,0.15553235908141963,9.287381812943654,True,19.0
Peinture métal blanc 20KG,21.0,4.2,4.43846820423443,0,PEINTURE,13419.0,0.021920668058455117,6.811146982760831,True,14.0
Peinture vinylique blanc 30KG,668.0,3.29064039408867,8.120336351355917,0,PEINTURE,360720.0,0.697286012526096,17.06150661471655,True,34.0
"Piton ouvert zingue VIS ""L""",21.0,10.5,10.606601717798213,0,DIVERS,0.0,0.021920668058455117,16.063347253106507,True,32.0
Plaque + Support plinthes,80.0,80.0,0.0,0,ELECTRICITE,400.0,0.08350730688935282,0.5845511482254697,True,1.0
Plaque antifrictions de dimensions  1095x828x40,93.0,93.0,0.0,0,MECANIQUE,0.0,0.09707724425887265,0.6795407098121086,True,1.0
Plaque antifrictions de dimensions  1395x868x40,102.0,102.0,0.0,0,MECANIQUE,0.0,0.10647181628392484,0.7453027139874738,True,1.0
Plaque antifrictions de dimensions  1700x865x40,98.0,98.0,0.0,0,MECANIQUE,0.0,0.1022964509394572,0.7160751565762005,True,1.0
Plaque antifrictions de dimensions  1873x350x40,96.0,96.0,0.0,0,MECANIQUE,0.0,0.10020876826722339,0.7014613778705637,True,1.0
Plaque antifrictions de dimensions  828x102x40,89.0,89.0,0.0,0,MECANIQUE,0.0,0.09290187891440502,0.6503131524008351,True,1.0
Plaque antifrictions de dimensions  865x100x40,126.0,126.0,0.0,0,MECANIQUE,0.0,0.1315240083507307,0.9206680584551148,True,2.0
Plaque antifrictions de dimensions  868x102x40,113.0,113.0,0.0,0,MECANIQUE,0.0,0.11795407098121086,0.825678496868476,True,2.0
Plaque antifrictions de dimensions  958x100x40 droite,75.0,75.0,0.0,0,MECANIQUE,0.0,0.07828810020876827,0.5480167014613778,True,1.0
Plaque antifrictions de dimensions  958x100x40 gauche,87.0,87.0,0.0,0,MECANIQUE,0.0,0.09081419624217119,0.6356993736951984,True,1.0
Plaque antifrictions de dimensions 1285x1247x40,312.0,312.0,0.0,0,MECANIQUE,0.0,0.325678496868476,2.279749478079332,True,5.0
Plaque antifrictions de dimensions 1285x365x40,180.0,180.0,0.0,0,MECANIQUE,0.0,0.18789144050104384,1.3152400835073068,True,3.0
Plaque antifrictions de dimensions de dimensions 1000x1000x40,14.0,14.0,0.0,0,MECANIQUE,0.0,0.014613778705636743,0.1022964509394572,True,0.0
Plaque antifrictions de dimensions de dimensions 1000x220x40,18.0,18.0,0.0,0,MECANIQUE,0.0,0.018789144050104383,0.1315240083507307,True,0.0
Plaque antifrictions de dimensions de dimensions 1000x300x40,12.0,12.0,0.0,0,MECANIQUE,0.0,0.012526096033402923,0.08768267223382047,True,0.0
Plaque antifrictions de dimensions de dimensions 1000x700x40,15.0,15.0,0.0,0,MECANIQUE,0.0,0.015657620041753653,0.10960334029227557,True,0.0
Lavabo,25.0,4.166666666666667,4.535048695071164,0,PLOMBERIE,750.0,0.026096033402922755,6.985245276427205,True,14.0
Lampe feu d'alignement 150W,3.0,1.0,0.0,0,BALISAGE MARITIME,0.0,0.003131524008350731,0.021920668058455117,True,0.0
Flexible sanitaire FF 3/8X1/2,8.0,1.0,0.0,0,PLOMBERIE,128.0,0.008350730688935281,0.058455114822546964,True,0.0
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (port en arab),2.0,1.0,0.0,0,DIVERS,0.0,0.0020876826722338203,0.014613778705636741,True,0.0
Fourniture de ventilateur d'aération Schindler.,3.0,1.5,0.7071067811865476,0,ELECTRICITE,18000.0,0.003131524008350731,1.0825808398382766,True,2.0
Fourniture disjoncteur magnétothermique 32A,4.0,4.0,0.0,0,ELECTRICITE,2240.0,0.0041753653444676405,0.029227557411273482,True,0.0
Fourniture disjoncteur magnétothermique 40A,1.0,1.0,0.0,0,ELECTRICITE,560.0,0.0010438413361169101,0.0073068893528183704,True,0.0
Fourniture du feu d'extrémité quai blanc,1.0,1.0,0.0,0,BALISAGE MARITIME,6325.0,0.0010438413361169101,0.0073068893528183704,True,0.0
Fourniture du feu d'extrémité quai tribord vert,1.0,1.0,0.0,0,BALISAGE MARITIME,6325.0,0.0010438413361169101,0.0073068893528183704,True,0.0
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (D),1.0,1.0,0.0,0,DIVERS,0.0,0.0010438413361169101,0.0073068893528183704,True,0.0
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (T),1.0,1.0,0.0,0,DIVERS,0.0,0.0010438413361169101,0.0073068893528183704,True,0.0
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (a),1.0,1.0,0.0,0,DIVERS,0.0,0.0010438413361169101,0.0073068893528183704,True,0.0
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (d),1.0,1.0,0.0,0,DIVERS,0.0,0.0010438413361169101,0.0073068893528183704,True,0.0
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (e),3.0,1.5,0.7071067811865476,0,DIVERS,0.0,0.003131524008350731,1.0825808398382766,True,2.0
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (g),1.0,1.0,0.0,0,DIVERS,0.0,0.0010438413361169101,0.0073068893528183704,True,0.0
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (med en arab),8.0,4.0,4.242640687119285,0,DIVERS,0.0,0.008350730688935281,6.422416145501475,True,13.0
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (n),1.0,1.0,0.0,0,DIVERS,0.0,0.0010438413361169101,0.0073068893528183704,True,0.0
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (o),1.0,1.0,0.0,0,DIVERS,0.0,0.0010438413361169101,0.0073068893528183704,True,0.0
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (r),2.0,2.0,0.0,0,DIVERS,0.0,0.0020876826722338203,0.014613778705636741,True,0.0
Gaz 410A 13 KG MEDHUB,16.0,2.0,1.1952286093343936,0,CLIMATISATION,16000.0,0.016701461377870562,1.9097531436466841,True,4.0
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (t),1.0,1.0,0.0,0,DIVERS,0.0,0.0010438413361169101,0.0073068893528183704,True,0.0
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (¿),1.0,1.0,0.0,0,DIVERS,0.0,0.0010438413361169101,0.0073068893528183704,True,0.0
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (¿¿),1.0,1.0,0.0,0,DIVERS,0.0,0.0010438413361169101,0.0073068893528183704,True,0.0
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (¿¿¿¿¿),1.0,1.0,0.0,0,DIVERS,0.0,0.0010438413361169101,0.0073068893528183704,True,0.0
"Fourniture et pose par M2S ""TMPA_CT_78_2020"" Déclencheur manuel NEMO112A",2.0,1.0,0.0,0,INCENDIE,0.0,0.0020876826722338203,0.014613778705636741,True,0.0
"Fourniture et pose par M2S ""TMPA_CT_78_2020"" Détecteur thermiques adressable - Marque :TECNOFIRE",1.0,1.0,0.0,0,INCENDIE,0.0,0.0010438413361169101,0.0073068893528183704,True,0.0
Fusible 63A - gG Ø22*58,3.0,1.0,0.0,0,ELECTRICITE,0.0,0.003131524008350731,0.021920668058455117,True,0.0
Fusible aM 50A 14X51 400V,50.0,25.0,0.0,0,ELECTRICITE,200.0,0.05219206680584551,0.36534446764091855,True,1.0
Fusible gG 100A 22X58 500V,25.0,25.0,0.0,0,ELECTRICITE,100.0,0.026096033402922755,0.18267223382045927,True,0.0
Fusible miniature corps céramique 5X20  16 A 220V,50.0,25.0,0.0,0,ELECTRICITE,350.0,0.05219206680584551,0.36534446764091855,True,1.0
Fusible modulaire compact 4 pôle 20 A,50.0,25.0,0.0,0,ELECTRICITE,350.0,0.05219206680584551,0.36534446764091855,True,1.0
Galets pour le quai de déchargement RENAULT AU PORT TANGER MED,4.0,4.0,0.0,0,MECANIQUE,45000.0,0.0041753653444676405,0.029227557411273482,True,0.0
Gaz 404 13 KG,8.0,1.6,0.5477225575051661,0,CLIMATISATION,160.0,0.008350730688935281,0.8800389510802961,True,2.0
Gaz 407 13 KG,10.0,10.0,0.0,0,CLIMATISATION,200.0,0.010438413361169102,0.07306889352818371,True,0.0
Fourniture de produits de nettoyage escalator,5.0,1.6666666666666667,0.5773502691896257,0,DIVERS,10000.0,0.005219206680584551,0.9025598505485305,True,2.0
Fourniture de photocellule escalator Schindler.,1.0,1.0,0.0,0,ELECTRICITE,8000.0,0.0010438413361169101,0.0073068893528183704,True,0.0
Fourniture de main-courant courante cabine OTIS,1.0,1.0,0.0,0,DIVERS,3000.0,0.0010438413361169101,0.0073068893528183704,True,0.0
Fourniture de fontaine d'eau en inox avec grilles,10.0,1.25,0.7071067811865476,0,PLOMBERIE,100000.0,0.010438413361169102,1.1337290653080052,True,2.0
Flexible sanitaire MF 3/8X3/8,4.0,1.3333333333333333,0.5773502691896257,0,PLOMBERIE,124.0,0.0041753653444676405,0.8952529611957121,True,2.0
Flexible sanitaire Ø 12mm  Femelle 3/8,47.0,1.8076923076923077,1.1320505560876961,0,PLOMBERIE,1034.0,0.049060542797494784,2.0414996337140074,True,4.0
"Flexible sanitaire Ø 12mm Femelle Femelle 1/2"""" 15x21",34.0,1.619047619047619,1.2440333788202982,0,PLOMBERIE,748.0,0.03549060542797495,2.114484306226272,True,4.0
"Flexible sanitaire Ø 12mm Femelle Mâle 1/2"""" 15x21",33.0,1.5,0.7400128699009548,0,PLOMBERIE,726.0,0.03444676409185804,1.3511466534944385,True,3.0
Flexible toilette 100 CM,70.0,5.0,10.332919760127377,6,PLOMBERIE,700.0,0.07306889352818371,16.01086189488835,True,26.0
Flexible toilette 100 CM .H,3.0,3.0,0.0,0,PLOMBERIE,30.0,0.003131524008350731,0.021920668058455117,True,0.0
Flexible toilette 100 CM MEDHUB,16.0,8.0,9.899494936611665,2,PLOMBERIE,160.0,0.016701461377870562,14.966152634562592,True,28.0
Flow switch de circuit hydraulique de PAC,2.0,2.0,0.0,0,CLIMATISATION,3828.0,0.0020876826722338203,0.014613778705636741,True,0.0
"Fléxible 1/2 ""simple-simple"" 2M Ø275 BAR",7.0,1.75,0.5,0,ELECTROMECANIQUE,4200.0,0.007306889352818371,0.8011482254697286,True,2.0
"Fléxible 3/4 ""simple-simple"" 1,5M Ø215 BAR",2.0,1.0,0.0,0,ELECTROMECANIQUE,1400.0,0.0020876826722338203,0.014613778705636741,True,0.0
"Fléxible 3/4 ""simple-simple"" 2M",4.0,4.0,0.0,0,ELECTROMECANIQUE,0.0,0.0041753653444676405,0.029227557411273482,True,0.0
"Fléxible 3/8 ""coude-coude"" 1,5M",1.0,1.0,0.0,0,ELECTROMECANIQUE,0.0,0.0010438413361169101,0.0073068893528183704,True,0.0
Fléxible mitijeur Ø3/8,5.0,1.0,0.0,0,PLOMBERIE,125.0,0.005219206680584551,0.03653444676409186,True,0.0
Fourniture d'opérateur de porte cabine OTIS.,1.0,1.0,0.0,0,ELECTRICITE,25000.0,0.0010438413361169101,0.0073068893528183704,True,0.0
